X,Y,Join_Count,TARGET_FID,SSBid,ost,nord,CENTROID_X,CENTROID_Y,Shape_Leng,Shape_Area,Komm2016,Fylk2016
263500.0,6657500.0,1,364,22630006657000,2263000,6657000,263500,6657500,4000,1000000,0301,03
264500.0,6657500.0,1,365,22640006657000,2264000,6657000,264500,6657500,4000,1000000,0301,03
265500.0,6657500.0,1,366,22650006657000,2265000,6657000,265500,6657500,4000,1000000,0301,03
266500.0,6657500.0,1,367,22660006657000,2266000,6657000,266500,6657500,4000,1000000,0301,03
267500.0,6657500.0,1,368,22670006657000,2267000,6657000,267500,6657500,4000,1000000,0301,03
268500.0,6657500.0,1,369,22680006657000,2268000,6657000,268500,6657500,4000,1000000,0301,03
269500.0,6657500.0,1,370,22690006657000,2269000,6657000,269500,6657500,4000,1000000,0301,03
253500.0,6658500.0,1,404,22530006658000,2253000,6658000,253500,6658500,4000,1000000,0301,03
254500.0,6658500.0,1,405,22540006658000,2254000,6658000,254500,6658500,4000,1000000,0301,03
255500.0,6658500.0,1,406,22550006658000,2255000,6658000,255500,6658500,4000,1000000,0301,03
256500.0,6658500.0,1,407,22560006658000,2256000,6658000,256500,6658500,4000,1000000,0301,03
257500.0,6658500.0,1,408,22570006658000,2257000,6658000,257500,6658500,4000,1000000,0301,03
258500.0,6658500.0,1,409,22580006658000,2258000,6658000,258500,6658500,4000,1000000,0301,03
259500.0,6658500.0,1,410,22590006658000,2259000,6658000,259500,6658500,4000,1000000,0301,03
260500.0,6658500.0,1,411,22600006658000,2260000,6658000,260500,6658500,4000,1000000,0301,03
261500.0,6658500.0,1,412,22610006658000,2261000,6658000,261500,6658500,4000,1000000,0301,03
262500.0,6658500.0,1,413,22620006658000,2262000,6658000,262500,6658500,4000,1000000,0301,03
