UniformRandom,Uniform,GA (1 year),PopulationProportionate,MA,SLS,GA (1 week),AllCityCenter,Random
972,972,972,972,972,972,972,1640,1418
676,676,676,676,676,676,676,1471,676
2398,2170,2123,2123,2170,2123,2123,2170,2123
1175,1175,1110,1109,1175,1110,1109,1110,1109
1294,1294,1071,439,439,1071,439,988,1071
903,903,903,903,903,903,903,2509,903
1641,1916,1641,1916,1641,1641,1641,1916,1916
734,734,734,734,734,734,734,1596,734
1717,2372,1717,1717,1717,568,1717,2167,1849
384,580,580,384,384,580,384,677,384
977,977,738,738,738,738,738,857,738
663,913,574,559,559,574,574,749,913
1067,1067,985,688,688,775,738,985,1200
668,765,510,510,329,329,510,329,668
406,406,660,406,660,406,406,881,850
522,522,522,522,522,522,522,3005,522
490,642,476,476,476,476,476,476,723
419,419,419,419,419,419,419,688,536
913,913,913,858,913,913,913,858,858
556,626,556,836,556,861,556,735,836
2067,1281,1281,1281,1281,2067,1281,2919,1281
1412,1412,1412,1412,1412,1412,1412,2275,1412
1359,1448,1359,1359,1359,1359,1359,1448,1448
436,989,436,375,436,375,436,436,996
204,204,1438,1438,204,1438,1438,2986,204
679,679,679,679,679,679,679,1511,679
767,767,767,767,1036,1036,767,1180,767
1918,1975,1918,1918,1918,1926,1918,2265,1918
5034,5034,5034,4893,5034,4893,4893,5163,4893
498,498,498,498,498,498,498,442,498
1522,1522,1522,1522,1522,1522,1522,1583,1522
258,258,258,258,258,258,258,1391,258
1686,1785,1446,1446,1446,1446,1686,1446,1686
1336,1336,1336,1336,1336,1336,1336,1747,1336
309,309,309,309,309,560,309,1015,309
938,938,938,938,938,1322,938,1901,938
2130,1846,1846,1846,1846,1846,1846,2780,1846
435,435,435,435,435,435,435,1297,435
1533,1533,1194,1194,1186,1194,1194,1533,1533
3435,3435,3057,3374,2009,3374,3057,3374,3435
711,711,711,711,711,711,711,2777,711
3476,3476,2791,3417,2791,3476,2791,3972,3619
5755,5831,5329,5646,5329,5646,5329,5646,5943
900,1203,670,670,670,670,900,670,1203
1181,1279,746,976,746,976,995,746,1401
2284,2646,2124,1888,1888,1888,2215,1827,2646
1557,1905,1250,1250,1250,1250,1250,1366,1905
265,265,265,265,265,265,265,1446,265
1983,1983,1328,1328,1328,1518,1328,1415,1983
1242,1400,745,646,745,1039,1039,648,1400
2327,2327,2327,1767,2327,2327,2327,1907,2327
1765,1904,1904,1399,1765,1904,1904,1685,1765
1708,1708,1708,1708,1708,1708,1708,1708,1708
1334,1571,533,533,533,533,533,1396,2218
2496,3944,2039,1970,2247,2039,2247,1544,2324
2181,2668,971,582,1462,971,1462,1226,2668
1235,1235,1235,1799,1235,2324,1235,3008,2324
2004,432,2004,3052,2004,3052,2004,3384,2004
382,382,382,593,382,382,789,593,382
556,556,556,556,556,782,556,1211,556
587,609,609,609,590,609,676,360,676
384,384,384,384,384,384,384,624,384
2314,2314,2314,1444,2314,1444,2314,1869,1444
494,584,494,494,487,494,487,364,584
643,643,643,643,643,643,643,643,643
744,744,744,686,1031,744,744,744,744
1484,1202,1484,580,2077,580,1484,1776,1202
1180,1240,532,532,968,532,871,532,1234
742,822,742,674,742,608,608,897,822
3718,4002,3718,4002,3718,4002,3718,4727,3718
544,544,544,318,544,544,544,544,544
1787,1787,1787,1787,1787,1787,1787,1840,1787
646,567,567,1324,1059,567,1059,1584,567
1383,1383,1383,1643,1383,1505,1383,1976,1383
860,952,952,863,952,863,952,1047,952
1442,1442,1442,1442,1442,1442,1442,1442,1442
3010,2140,2140,2140,2140,2140,2140,3277,2140
755,755,755,755,755,755,755,1329,755
640,640,439,439,439,439,640,439,640
438,419,438,257,438,257,438,257,419
364,364,364,364,364,364,364,1046,364
843,843,843,843,843,843,843,1182,843
583,583,570,583,570,570,570,909,583
2037,2037,2037,2037,2037,2037,2037,2264,2037
1169,1169,1169,1169,1169,1921,1169,3106,1169
863,863,863,863,863,863,863,1814,863
451,451,451,451,451,451,451,819,451
440,652,440,382,580,382,440,580,652
335,335,335,335,1059,335,1148,1633,1059
475,475,475,475,475,475,475,1047,475
574,574,574,574,574,574,574,1010,574
1038,1038,1038,1038,1038,1038,1038,1293,1038
789,789,789,789,789,789,789,1880,985
1020,790,546,546,546,790,790,809,790
685,685,685,685,685,685,685,1922,1422
568,568,568,568,568,568,568,568,568
238,238,854,854,854,238,854,1357,238
641,641,401,401,641,401,641,401,641
2358,2554,2358,2358,2358,2358,2358,2118,2820
594,903,495,495,594,495,594,255,957
1349,1560,1119,1119,1349,1119,1560,1138,1560
911,965,699,503,965,503,987,263,987
487,1067,1067,1067,1067,487,487,1641,1067
1561,1561,1650,1561,2071,1561,1561,2071,1561
254,911,254,254,911,664,254,947,911
732,732,732,732,563,732,842,816,563
444,444,444,444,444,444,444,1754,444
607,607,607,607,607,607,607,2199,607
1605,1605,1605,1605,1605,1605,1605,2753,1605
417,328,417,258,328,281,328,609,328
695,695,695,695,695,695,695,1369,695
541,360,360,360,360,360,541,360,360
848,848,848,1037,848,1037,848,1784,848
583,583,583,583,583,583,583,1574,583
271,271,271,271,1001,271,699,1042,1001
2090,1062,2090,2523,1062,2090,2090,3395,2090
305,928,928,928,928,305,1017,1502,928
515,515,515,515,515,515,515,862,515
573,573,573,573,1030,1030,573,1216,573
438,544,438,438,438,438,438,544,438
1821,1821,1821,1821,1821,1821,1821,2935,1821
605,653,653,605,653,605,653,654,653
664,664,664,664,664,664,664,1526,664
1204,1204,1204,1204,1204,1204,1204,3037,1299
607,607,426,426,426,426,607,426,426
438,438,438,438,438,438,438,786,438
653,653,653,653,653,653,653,742,653
1088,1088,1088,1088,1088,1088,1088,1353,1088
1203,1203,1203,1203,1213,1203,1203,1236,1203
517,517,517,517,517,517,517,710,517
700,700,700,700,700,700,700,2675,700
1745,1745,1745,1745,1745,1745,1745,2859,1745
849,849,849,2353,849,1531,849,2858,1531
584,584,584,584,584,584,584,1456,584
360,360,360,360,360,360,360,1103,360
663,594,594,594,594,663,594,420,594
828,1288,828,1341,828,828,828,1448,1469
976,976,889,889,889,889,976,1193,889
1828,1828,1493,1432,1493,1493,1432,1493,1828
934,934,661,661,661,661,661,708,934
571,571,571,571,571,571,571,2427,571
419,419,419,419,419,419,419,909,1091
796,796,406,953,796,796,796,599,796
638,638,509,509,452,509,452,524,504
823,823,994,823,823,994,823,1479,823
1068,1392,1392,1392,1068,1392,1392,1442,1442
1580,1733,2209,1733,1580,1733,1580,1630,2192
397,2297,1402,893,893,1094,397,803,893
800,2166,2082,1186,800,2082,800,729,1186
1458,3195,2096,1458,1458,2096,2008,498,1458
2292,2292,2292,1749,1608,2292,1259,1130,1080
663,663,663,663,663,663,663,663,663
555,555,602,602,854,602,602,1783,577
969,872,872,766,872,872,766,872,766
995,1069,896,656,896,656,837,656,896
196,196,196,196,196,196,196,1370,813
654,654,654,654,654,654,542,769,654
724,724,683,683,683,683,683,858,683
1052,1052,1310,1056,1052,1310,1052,1143,1056
839,403,403,403,403,403,604,403,403
922,922,682,682,922,682,682,1157,682
2893,2893,2893,2893,2893,2893,2893,2971,2893
911,752,752,911,911,911,911,2685,1340
2514,2514,2514,2514,2514,2514,2514,2861,2522
679,679,679,679,679,679,679,1046,679
899,986,986,986,899,899,899,1415,1298
685,685,685,685,685,685,771,988,685
649,649,898,898,649,683,683,1357,649
262,262,262,262,262,262,262,262,262
1239,1239,830,830,1060,830,586,849,830
1968,2022,1756,1560,1560,1560,1501,1320,1560
1007,487,487,487,487,1024,487,1024,1313
613,613,613,613,613,613,613,432,613
497,497,497,497,497,497,497,497,488
1583,1583,1583,2847,1583,2932,1583,3628,1583
425,425,425,425,425,425,425,828,425
755,418,418,755,418,755,418,1019,418
1838,1838,3102,3107,3107,3526,3107,3883,3526
936,936,669,669,936,669,923,1144,669
3962,3962,3730,3730,3962,4273,3730,4273,3730
506,506,506,506,506,506,506,459,506
530,530,530,530,530,530,530,347,530
806,1074,1074,806,806,1074,806,1129,806
1324,1415,1324,446,1324,1415,1324,1415,446
479,479,360,299,360,479,299,338,299
637,637,637,637,637,637,637,3135,637
640,445,640,445,640,445,445,492,445
799,799,899,899,799,799,799,2730,799
417,417,417,417,758,417,417,1051,417
1097,1097,1097,1097,1097,1097,1097,1444,1105
579,800,965,579,579,1069,579,1069,579
659,673,659,659,659,673,659,1148,659
583,583,583,583,583,583,583,2632,583
1560,1560,1560,1560,1560,1560,1560,1899,1560
445,445,445,445,445,445,445,492,445
503,664,503,503,503,503,503,819,503
812,723,723,723,723,723,778,723,723
827,827,851,827,827,1273,827,1728,827
1065,1065,1065,1065,1065,1065,1065,2680,1065
2610,2610,2610,2610,2610,2610,2610,2385,2610
994,1007,1007,994,994,1007,994,1333,994
115,964,964,115,115,964,115,964,964
931,931,931,931,931,931,931,1157,931
889,511,511,511,765,765,765,986,511
673,260,260,260,260,673,260,1122,260
406,406,884,884,406,406,406,2855,406
1059,1059,1059,1059,1059,1059,1059,1470,1458
405,224,224,224,224,224,224,224,224
612,612,598,598,598,598,612,598,612
710,734,710,710,710,710,710,918,740
515,607,607,515,515,607,515,732,515
809,809,565,565,625,625,625,604,809
896,1222,475,896,475,852,475,852,1048
456,457,457,456,456,457,456,368,456
1352,1171,1171,1171,1171,1171,1510,1171,1171
474,474,474,474,474,474,474,931,474
726,726,726,726,726,1707,726,3629,726
531,531,531,531,531,531,531,557,531
1043,1043,776,776,776,776,776,1251,1043
1470,1470,1059,1059,1470,1059,1470,1238,1470
1270,1270,1270,1270,1270,1270,1270,2383,1270
476,476,476,476,476,1124,476,1234,476
739,945,598,739,739,598,945,945,945
1154,1154,1004,682,1154,957,1154,788,1154
309,309,309,309,309,309,309,840,309
690,690,699,699,699,690,699,1373,690
1013,1409,1047,738,1047,933,1111,785,1409
297,297,297,297,297,701,297,985,297
401,401,401,401,401,401,401,401,401
506,794,506,506,506,506,506,1062,961
474,474,474,796,474,474,474,2418,1489
1905,1905,1905,1905,1905,1905,1905,3018,1905
1713,1538,1538,1663,1713,1538,1713,1944,1713
1544,1544,1544,1544,1544,1506,1544,1544,1544
774,774,774,1613,1441,774,774,2111,774
534,534,746,746,746,746,746,1208,534
766,766,766,1746,766,766,766,3669,1746
453,453,453,453,453,453,453,1854,453
796,796,724,724,724,724,796,724,796
431,683,431,431,431,431,431,1303,683
3105,3105,3105,3105,3685,3105,3105,3869,3685
593,593,1268,1268,1350,1350,1350,1555,593
1464,1464,1752,1582,1752,1582,1752,1685,1752
744,744,740,740,740,740,744,680,744
1849,1961,1968,1968,1968,1849,1968,1960,1968
1227,1227,1228,1227,1227,1496,1228,1354,1733
829,829,774,774,774,774,774,596,1064
415,1144,1144,1144,1144,415,1144,1718,1144
1155,1155,1155,1155,1155,1155,1155,1155,1155
496,496,496,496,496,953,496,1160,496
1118,1118,922,922,922,1118,1118,1215,1118
840,840,865,865,865,840,865,1103,492
574,574,463,463,574,463,574,574,574
880,880,1097,793,1159,1097,1159,1097,880
635,1205,635,635,635,635,635,1054,1034
721,1022,721,412,806,628,806,412,721
1638,1638,858,1638,858,1638,858,2277,1638
624,624,392,392,392,624,392,935,624
443,388,388,388,388,388,443,388,388
631,631,631,631,631,631,631,559,631
1168,962,1139,1139,938,938,1168,938,1168
2721,2721,2721,2721,2721,2721,2721,2932,3011
964,964,964,964,964,964,964,1394,964
502,809,502,282,502,758,502,1251,282
1934,1812,1812,1720,1812,1812,1978,1720,1987
1651,1578,1519,1519,1519,1519,1578,1464,1651
1551,1551,1551,1551,1551,1551,1551,1551,1551
894,894,894,894,894,894,956,1183,956
943,943,943,943,943,943,943,943,943
575,575,591,337,591,586,591,337,786
1321,1206,1206,1206,1321,1206,1321,1321,1321
626,673,627,673,673,627,626,673,626
393,393,393,393,393,393,393,393,393
875,875,875,875,875,875,875,3647,875
519,519,519,519,519,519,519,1360,519
653,653,653,653,653,653,653,653,653
549,549,636,549,636,549,549,842,549
430,430,430,430,430,430,430,3130,430
866,866,897,422,866,422,422,897,866
3418,3594,3273,3147,3273,3147,3273,3321,3418
929,1184,718,277,718,504,929,504,1184
2361,2483,2361,2029,2361,2029,2361,1828,2483
2599,2599,2599,2599,2599,2599,2599,2377,2599
1879,2148,1879,1809,1879,1809,2148,1938,2148
911,1050,985,833,985,985,790,1050,790
784,2486,1842,784,1842,784,2043,1980,1406
714,1063,762,714,762,714,860,739,1063
1156,1156,949,1156,949,899,949,899,1156
570,570,1804,1804,570,1804,1804,3352,570
1059,649,649,649,1059,649,649,1336,1059
444,444,444,444,444,444,444,1270,444
726,726,726,726,726,726,726,1156,1125
469,469,469,469,469,469,469,469,469
657,657,558,499,558,615,499,318,499
1065,1307,907,667,907,667,907,803,1307
874,874,900,878,900,900,874,878,957
728,786,453,453,786,453,728,381,1033
606,606,606,606,606,606,606,2007,606
516,774,817,577,817,577,817,577,853
1410,1410,1410,1353,1410,1353,1353,1425,1730
563,597,563,563,563,563,563,493,802
460,460,460,460,460,460,460,2582,460
1062,1062,1062,1062,1062,1062,1062,1062,1062
1375,1376,1376,1376,1376,1376,1375,1375,1376
780,972,936,780,780,780,1029,856,780
397,471,422,422,529,422,397,669,397
255,255,255,255,255,255,255,255,255
1034,1034,513,513,513,513,1034,1053,1034
857,857,857,857,857,857,857,2827,857
948,948,855,488,948,488,948,599,948
975,975,1004,1004,1004,1004,1023,774,1209
616,906,382,382,906,430,616,431,1080
466,466,466,285,466,285,466,285,466
1205,1205,790,790,1205,790,1205,1460,1322
547,887,547,577,547,577,547,894,922
793,793,793,793,793,793,793,793,793
140,140,1247,1247,140,1247,1247,2155,140
215,215,215,215,215,410,215,755,215
664,853,664,664,853,664,664,1526,1045
803,803,803,803,1426,803,803,2000,1426
235,235,235,235,235,235,235,235,235
616,616,616,616,616,616,616,616,616
1908,2149,1810,1810,2149,1810,1908,2430,2149
1167,1896,1896,1896,1896,1167,1896,2470,1896
1132,1132,1132,1132,1132,1132,1132,2731,1132
594,594,535,535,594,594,594,354,785
1512,1512,1322,1322,1322,1322,1322,1221,1512
398,1007,398,398,548,398,548,492,1007
3963,4229,3866,3767,4175,3708,3866,3527,4229
1525,1930,1525,1525,1525,1838,1525,2056,1525
1450,1663,1238,1238,1663,1238,1450,1780,1729
1964,2414,1468,1468,1964,1468,1964,1874,2330
560,1702,679,560,1702,560,1651,1165,560
358,358,358,1424,358,1137,358,2782,358
561,783,561,308,561,783,561,783,594
1435,1489,1435,1435,1489,1435,1435,2298,1489
1750,2387,2324,1839,2324,1750,2260,2324,1750
1225,1397,1162,605,1225,1162,1225,1162,401
536,536,536,536,536,536,536,2151,536
988,988,885,885,970,1003,988,1343,988
1572,1905,1553,1106,1572,1305,1040,1041,1040
2378,2258,1782,2378,2258,2012,1620,2378,1612
1707,2572,1186,286,1504,1274,1707,1724,1110
2971,3416,2971,2971,2971,2971,2971,3231,2971
1635,1468,1275,1275,1275,1329,1275,1253,1081
2018,1918,1745,1706,2018,1745,1367,1706,2018
2004,2004,675,259,259,876,259,982,489
2971,3147,1505,1505,1402,2765,2134,1959,1505
301,301,301,301,301,301,301,2465,301
1918,2810,1114,897,1508,1918,1114,853,1508
2336,2336,3389,3389,2336,2336,2336,5311,2336
3045,3045,1697,907,1697,1697,1697,618,1887
955,646,955,955,955,1253,955,1359,725
2924,2629,2935,2924,2570,2924,2570,2386,2964
1643,957,1643,1306,937,1643,1065,937,1306
344,315,602,543,543,315,276,276,285
3405,3685,3785,3420,3566,3405,3785,3526,3952
1071,670,1105,1105,1105,692,1105,801,1105
643,767,995,643,1187,643,688,907,995
1046,670,670,670,943,969,670,1310,670
505,505,505,505,505,505,505,505,505
524,685,718,718,524,718,524,779,473
2000,2000,2000,2000,2000,2000,2000,2000,2000
830,674,944,629,629,878,830,629,859
877,877,877,877,877,877,877,1367,1497
527,503,503,503,503,503,503,711,527
840,840,840,840,840,840,987,1208,840
2933,2806,2645,2758,2806,2729,2758,2807,2758
829,562,528,774,774,829,528,774,774
1143,1054,1054,1054,1054,1137,1054,1249,1054
762,1415,762,762,1265,762,762,1025,1006
720,720,420,420,720,420,420,807,420
1133,874,1027,511,985,397,511,397,397
709,709,709,709,709,709,709,1598,735
1197,1414,1197,753,1197,753,1197,1228,1197
205,205,205,205,205,205,205,205,205
1365,1969,635,1365,1365,1874,1365,1939,1365
430,430,420,430,430,430,430,430,430
1174,1234,1174,1174,1234,1234,1174,1303,1174
936,831,936,831,1058,1261,831,1058,831
514,727,514,514,514,727,436,274,514
429,429,659,429,429,1200,659,1338,429
637,637,637,637,637,637,637,830,637
330,330,1052,1052,330,1052,1052,1726,330
2277,2277,2277,2277,2472,2277,2277,2817,2277
720,720,720,720,720,720,720,1091,720
852,852,852,852,852,852,852,853,852
1155,846,846,740,846,846,740,846,740
499,499,447,246,447,246,447,246,246
906,906,906,906,906,906,906,2620,906
1027,1027,1027,1027,1027,1027,1027,1254,1027
1023,1023,1023,1023,1023,1023,1023,1885,1023
498,498,498,498,498,498,498,1884,498
406,406,406,406,406,406,406,467,406
1000,1000,1000,691,1000,691,763,691,691
545,644,644,545,545,545,486,305,545
615,615,615,615,615,615,615,1377,1185
422,422,422,422,422,422,422,1248,648
970,970,970,970,970,970,970,2371,970
2063,2063,2063,1824,2063,1824,1824,1943,1824
419,419,379,379,379,379,379,795,379
762,762,762,762,762,762,762,3470,762
1384,1682,1206,1159,1206,1206,1299,990,1384
1239,1239,1239,1239,1239,1239,1239,2402,1239
1175,1175,877,698,1175,877,854,792,1175
1391,1391,1524,1132,1391,1589,1132,731,1132
2176,2577,2219,1822,2176,2422,1921,1496,1822
1166,1946,1166,1946,1166,1166,1166,2594,1166
800,838,590,590,590,679,590,785,590
356,356,356,356,356,973,356,1393,356
709,528,528,528,528,528,528,528,528
992,992,992,992,992,992,992,1395,992
993,993,993,993,993,993,993,2695,993
1271,1271,1271,1271,1271,1271,1271,1578,1271
729,729,729,1568,1517,729,729,1911,1517
419,419,2092,2142,419,1653,2092,3283,419
667,667,667,667,667,667,667,839,667
568,568,568,568,568,568,568,343,568
484,484,484,484,484,484,484,556,484
947,947,554,554,554,554,554,893,947
622,622,622,622,622,513,622,1175,622
1773,1773,1773,1773,1867,1773,1773,2097,1773
489,489,489,372,489,372,372,775,489
784,784,784,1414,784,1414,784,3687,1414
419,419,419,419,419,419,419,1116,419
1108,1507,1108,1507,1108,1108,1108,1821,1507
849,849,727,727,849,727,727,949,849
528,528,528,528,528,528,528,1390,528
1631,1631,1631,1471,1631,1631,1664,1631,1631
623,623,623,623,623,623,623,1988,623
595,616,595,595,595,595,595,634,616
404,626,404,404,404,404,626,663,771
829,638,829,589,829,589,829,589,928
672,672,672,672,672,672,672,1479,672
4004,3758,3758,3758,3758,3758,3758,3933,4004
1101,1101,1101,1101,1105,1101,1101,1252,1101
2525,3182,2525,2525,2525,2936,3182,3255,3191
759,1425,759,759,1169,1169,1425,1491,1425
1773,1773,1680,1680,1773,1680,1724,1773,1773
2582,2582,2582,2582,2582,2582,2582,2671,2582
743,743,743,585,743,743,743,404,1106
939,939,939,939,939,939,939,939,939
937,1093,960,960,1035,960,937,1035,1093
320,320,320,320,320,320,320,1454,320
991,1194,707,707,1194,707,952,707,1194
624,491,491,624,491,491,505,491,491
478,478,478,386,478,386,478,682,478
703,703,703,703,703,703,703,703,703
438,438,438,438,438,438,438,1473,438
837,1409,648,648,1372,648,837,1510,1411
839,839,839,839,839,839,839,839,839
904,485,888,888,1250,888,888,1202,485
533,533,533,533,533,533,533,533,533
515,515,1145,1113,515,1145,515,1377,515
2705,2449,2732,2705,2705,2705,2732,2781,2449
2220,2659,2091,2091,2243,2091,2243,2096,2659
901,901,901,1658,901,1658,901,3756,901
562,2004,2004,562,2004,835,2004,3841,835
2004,835,562,2004,562,2004,562,1243,2004
606,606,606,606,606,606,606,1022,606
3317,3317,3317,3494,3317,3368,3317,3978,3317
858,858,858,858,858,858,858,2473,858
616,730,616,372,730,616,372,635,730
405,405,405,405,1028,405,405,1213,1028
1462,1462,1462,1462,1462,1462,1462,2369,1462
6349,6349,6823,6545,6642,6349,6823,6642,6349
728,728,728,728,728,728,728,1223,728
1262,1262,1262,1114,1114,1762,1114,1076,1114
1282,1282,1282,1282,1282,1282,1282,1282,1282
1170,1170,1170,1170,1170,1170,1170,1732,1170
669,865,962,669,962,865,962,962,865
814,1068,814,439,1068,439,814,914,814
564,564,564,291,564,564,564,972,564
729,783,729,729,729,729,783,783,783
232,232,232,232,232,232,232,232,232
662,1188,1188,291,1188,1035,1188,1126,662
937,1345,935,935,878,935,937,697,937
955,1255,955,955,1470,1296,1255,1470,1255
256,2305,1996,916,2305,1800,2027,1490,2027
842,1166,842,720,1166,720,1166,753,842
1045,1228,677,677,1228,677,769,677,1045
252,252,252,252,252,252,252,1613,252
584,1345,584,479,1032,584,584,464,832
1149,896,1258,867,1149,424,424,1092,424
421,421,421,1243,1009,421,421,1586,1294
1567,1206,1162,1567,1567,1162,2124,2124,1162
209,619,786,209,786,619,786,751,619
1680,1842,1680,1335,1842,1680,1680,882,1680
283,901,283,662,901,662,662,662,662
9115,8897,9115,8772,8897,9115,9123,9064,9272
2216,2633,2216,2014,2633,2014,2014,2361,2014
1038,1038,1038,1021,1038,1038,1038,992,1038
686,1580,697,506,1580,616,616,922,616
1470,1470,1470,1470,1470,1470,1470,2926,2033
684,442,684,442,684,684,684,684,684
357,357,357,357,1229,357,1229,2296,357
1451,1451,1244,1185,559,1244,1244,1740,1451
1281,1721,1281,1090,1090,1189,1281,850,1303
1598,1774,650,621,1139,1139,1264,960,1661
