PopulationProportionate,UniformRandom,Uniform,GA (1 week),GA (1 year),Random,AllCityCenter,MA,SLS
411,411,411,411,631,411,1380,411,631
4735,2397,2397,2397,2397,2397,5028,2397,4735
502,502,502,502,502,502,729,502,502
631,691,691,631,691,631,760,691,691
1138,1138,1298,1298,1298,1138,1877,1138,1298
537,537,537,639,537,537,537,639,450
2331,2331,2331,2131,2131,2777,2855,2331,2331
339,540,588,339,339,540,339,339,339
578,578,578,578,578,578,445,578,445
434,434,434,434,434,434,972,434,434
766,296,766,296,296,766,1430,766,296
553,553,553,553,553,553,1734,553,553
378,698,698,378,378,378,814,378,378
2780,2918,2918,2780,2654,2918,2696,2780,2780
1369,1369,407,407,407,1369,2351,1369,1369
623,623,623,623,623,1271,1362,623,623
324,324,324,324,324,324,324,324,324
366,366,366,366,366,503,1337,366,366
840,908,840,840,840,908,908,840,908
1147,572,572,572,572,572,3060,572,572
442,631,442,442,442,1040,1304,442,631
474,523,523,474,523,474,721,523,523
408,408,408,408,408,408,408,408,408
289,289,289,289,289,289,289,289,289
283,283,283,283,283,283,792,283,283
821,821,821,821,821,821,1546,821,821
511,511,511,511,511,511,2205,511,511
556,556,556,556,556,556,556,556,556
275,275,275,275,275,275,275,275,275
528,528,528,528,528,528,966,528,528
1065,1065,1065,1065,1065,1065,1154,1065,1065
354,354,354,354,354,354,897,354,586
524,524,524,524,524,524,863,524,524
543,543,543,543,543,543,527,543,543
819,819,819,819,819,819,1682,819,819
277,277,277,277,277,277,277,277,277
1397,1397,1397,1397,1397,1397,1333,1397,1397
232,232,232,232,232,232,1122,232,232
1099,1099,1099,1099,1099,1099,1773,1099,1099
482,482,482,482,482,482,1931,482,482
634,634,634,634,634,634,1392,634,634
1224,1224,1224,1224,1224,1224,4127,1224,1224
258,258,258,258,258,258,746,258,704
830,1031,1031,830,1031,830,1500,1031,1031
702,702,702,702,702,702,760,702,702
2156,2156,2156,2156,2156,2156,2328,2156,2156
570,570,570,570,570,570,1022,570,570
2387,2387,2387,2387,2387,2387,2493,2387,2387
712,712,712,712,712,712,2015,712,712
3348,3348,3348,3348,3348,3348,3778,3348,3348
891,891,891,891,891,750,1231,891,891
2434,2434,2434,2434,2434,2434,3027,2434,2434
755,755,806,806,755,806,917,755,806
1804,1084,1084,1084,1084,1084,4080,1084,1804
1020,1020,1020,1020,1020,1020,3273,1020,1020
1029,1029,1029,1029,1029,1029,2217,1029,1029
1803,1803,1803,1803,1803,1803,2666,1803,1803
665,665,665,665,665,665,1293,665,665
926,926,926,926,926,1175,1788,1175,926
625,625,625,625,625,625,1387,625,777
109,109,109,109,109,109,109,109,109
1027,1027,1027,1037,1027,1027,1292,1027,648
1995,1995,1995,1995,1995,1995,3179,1995,1995
887,887,887,887,887,887,887,887,887
1508,1508,1508,1508,1508,1508,2028,1508,1508
1060,1060,1060,681,681,1060,1724,681,681
578,578,578,578,578,578,1440,578,578
404,404,404,404,404,404,839,404,404
701,701,701,740,740,740,786,740,701
993,993,993,993,993,993,1679,993,993
1923,1923,1923,1742,1742,1923,1923,1742,1923
380,380,380,380,380,380,607,380,380
462,462,462,462,462,462,462,462,462
663,663,663,663,663,663,1074,663,663
277,277,277,277,277,277,324,277,277
487,487,487,487,487,487,1012,487,487
811,811,811,811,811,811,1416,811,811
2694,2694,2694,2694,2694,2694,2694,2694,2694
234,234,474,234,234,474,234,234,234
430,430,430,430,430,430,1604,430,430
448,448,670,448,448,670,670,448,448
1503,1503,1503,1503,1503,1669,1934,1669,1503
256,256,457,256,256,457,256,256,256
644,644,648,644,644,648,816,644,644
877,877,877,877,877,877,1550,877,688
612,612,612,612,612,612,901,612,612
1032,1032,1476,1032,1032,1476,1507,1032,1032
2397,2397,2397,1272,1272,2397,2898,1272,1272
1033,1033,1033,1033,1033,1033,3167,1033,1033
862,862,862,862,862,862,863,862,862
4584,4584,4584,4584,4584,4584,5805,4584,4584
1662,1662,1662,1662,1662,1662,1855,1662,1662
377,377,377,377,377,377,377,377,377
840,840,840,840,840,840,1079,791,840
920,1174,920,920,1174,920,1352,1174,920
845,845,845,845,845,845,3016,845,845
2900,2900,2900,2900,2900,2900,3249,2900,3068
229,229,229,229,229,229,1532,229,229
762,762,762,762,762,762,1109,762,762
856,856,856,856,856,856,1145,856,856
1899,1899,1899,1938,1899,1938,1984,1899,1899
455,455,455,512,455,512,609,455,512
885,885,885,885,885,885,1726,885,885
376,376,376,376,376,376,376,376,376
2854,2086,2086,2086,2086,2086,3502,2086,2086
371,371,371,371,371,371,1026,371,644
827,827,827,827,827,827,1515,827,827
719,719,719,719,719,719,1060,719,719
584,584,584,584,584,584,3542,584,584
695,695,991,695,695,1274,1323,695,991
1949,1949,1949,1949,1949,1949,1949,1949,1949
310,310,310,310,310,310,573,310,310
403,403,403,403,403,403,737,403,403
542,542,600,600,542,600,740,542,600
1115,1115,1115,1115,1115,1115,1246,1115,1115
1923,1923,1923,1923,1923,1923,2496,1923,1923
1247,1247,1247,1247,1247,1247,1757,1247,1247
1324,1324,1324,1324,1324,1324,2132,1324,848
1645,1645,1019,1645,1019,2200,2200,1645,1019
744,997,997,997,744,997,1219,997,997
870,658,658,870,870,658,1627,658,870
515,515,683,683,515,515,683,683,683
2644,1847,2644,1847,1847,1847,964,1847,1847
1192,1192,1192,1192,1192,1192,1192,1192,1192
511,511,725,511,511,511,511,511,511
4097,4097,4097,4121,4518,4097,4376,4097,4121
1345,1345,1880,1291,1345,1550,1345,1291,1291
734,734,1132,1132,1132,734,1132,904,1132
1188,674,1282,674,1156,1156,851,674,674
3340,3838,3838,3481,3481,3233,3564,3340,3564
3349,3023,3349,2728,3349,3349,3431,2728,3349
1645,1519,2983,1519,1519,1519,1440,1519,1440
590,956,956,956,956,799,456,956,956
766,1051,954,965,965,766,1186,954,954
917,917,626,917,917,917,626,917,1964
1774,3043,3054,2387,2387,1871,1760,2195,2553
4483,2324,2324,4580,4580,4580,2734,4580,4580
1437,1437,2729,1437,1503,1471,689,1437,2164
629,629,629,629,759,629,873,759,629
317,317,317,317,317,317,317,317,317
727,921,893,727,727,921,727,727,727
713,605,647,605,605,604,422,647,686
1207,1044,974,800,1044,800,1063,1126,1044
252,290,252,252,194,252,194,252,290
567,567,853,450,567,567,853,567,647
2088,2088,2088,2088,2088,2088,2088,2088,2088
374,694,687,374,374,374,511,374,541
1466,1647,1647,1466,1466,1466,1466,1466,1466
480,480,480,480,480,480,1342,480,480
1475,1475,1475,1475,1475,1475,2782,1475,1475
1383,1383,1623,1383,1383,1383,1858,1383,1383
703,703,703,703,703,1015,1589,1015,690
324,324,324,324,528,324,1110,324,528
1389,1389,1389,1389,1389,1389,2197,1389,1389
571,571,571,571,571,571,3740,571,571
475,475,475,475,820,475,764,475,475
368,499,499,499,368,368,548,499,499
659,614,659,614,614,659,1503,614,614
322,322,322,322,322,322,322,322,322
556,605,556,556,556,556,605,556,318
1507,1507,1507,1144,1144,1507,1899,1144,1507
317,317,317,317,317,317,317,317,317
976,1244,1244,976,976,1244,1406,976,1244
748,748,795,748,748,748,795,795,795
411,864,750,592,847,592,411,847,411
864,1409,936,936,1212,1212,864,936,864
452,874,985,511,985,873,397,874,452
691,1042,1196,981,1134,981,504,1042,1042
690,705,690,690,690,690,705,690,690
819,819,819,819,819,819,819,819,819
914,1349,914,914,548,914,548,914,914
752,1263,1263,752,1263,1263,1084,752,1263
3678,3136,2091,3136,3678,3136,3678,3136,3136
389,389,389,389,389,389,389,389,389
921,1281,1085,993,921,1085,921,921,1269
389,389,824,389,389,389,322,389,389
617,544,996,544,907,544,430,907,617
898,898,898,898,898,898,2079,898,898
1554,1554,1554,1554,1554,1554,1338,1554,1554
1087,1087,1816,1087,1087,1816,2390,1816,1087
614,614,614,614,614,614,614,614,614
902,622,622,902,964,893,1296,893,902
343,363,182,363,363,363,182,182,182
2642,1532,1333,1532,1333,1333,3457,1532,1532
2328,2167,2348,2167,2167,2167,2167,2167,2167
1219,1219,597,1219,597,1219,1793,1219,1308
1074,1074,1094,1074,1094,1074,1146,1094,1094
1521,940,940,940,940,1521,2040,940,940
2183,1635,1635,1635,1635,1494,2702,1602,1635
700,881,1039,881,881,881,700,881,700
1548,1868,1548,1548,1548,1548,2121,1548,2015
619,619,619,619,619,619,619,619,619
723,549,526,526,526,526,1236,526,526
263,444,263,444,444,444,263,263,263
808,808,1328,808,808,1328,1288,808,808
1254,1313,1254,1254,1313,1254,1073,1254,1073
748,1152,832,1152,1152,748,1519,832,1152
712,1139,1510,951,712,712,1016,712,951
304,981,981,765,981,981,981,304,981
279,279,689,279,279,279,1021,689,279
721,721,721,721,1668,721,2833,721,721
554,554,359,359,359,359,554,359,359
254,254,254,254,254,254,315,254,315
1356,1445,1638,1356,696,1356,1930,1866,1445
632,632,632,632,632,632,1997,632,632
661,661,728,661,661,661,934,661,661
6227,6227,6227,6227,6227,6227,6227,6227,6227
1909,1909,1909,1909,1909,1909,1909,1909,1909
881,881,881,881,881,881,918,881,881
400,400,400,400,400,748,1304,400,400
2693,2693,2693,2693,2693,2962,2721,2693,2693
1108,1108,1108,1108,1108,1108,1997,1108,1108
574,574,574,574,574,574,1494,574,574
1216,1216,1216,1216,1216,1216,3049,1216,1216
469,469,469,469,469,469,1308,469,446
4800,4800,4800,4800,4800,4800,5065,4800,4800
527,527,527,527,527,527,1397,527,1175
906,906,906,906,906,906,1791,906,906
777,777,777,777,777,777,1252,777,777
707,707,707,769,707,707,843,707,707
1088,1088,1088,1088,1088,1088,3870,1088,1088
1052,1052,1052,1052,1052,1052,2236,1052,1052
741,741,741,741,741,741,1276,741,741
292,292,292,292,292,292,353,292,292
268,268,268,268,268,268,949,268,541
536,536,536,536,536,536,1647,536,536
1447,1447,1447,1447,1447,1447,1620,1449,1447
1187,1313,1313,1313,1313,1187,1915,1313,1592
561,561,561,561,561,561,633,561,561
2002,2002,2002,2002,2002,2002,2002,2002,2002
1504,1504,1504,1504,1504,1504,1475,1504,1504
643,643,643,643,643,643,1481,643,643
560,560,560,560,560,560,1884,560,560
1114,1114,1114,1158,1114,1114,1207,1114,1114
430,430,430,488,430,430,628,430,430
269,269,269,589,589,589,628,589,269
1551,1551,1551,1551,1551,1551,3133,1551,1551
326,326,326,326,326,326,857,326,639
385,385,385,385,385,385,860,638,385
924,924,924,924,924,924,1043,924,924
276,276,276,276,276,276,767,276,276
751,751,751,751,751,751,1347,751,751
400,400,400,400,400,400,2333,400,400
274,274,274,274,274,274,501,274,274
621,621,621,621,621,621,1298,621,1082
511,511,511,511,511,511,511,511,511
805,805,805,805,805,805,1777,805,805
572,1220,1220,572,1220,572,1442,1220,1220
276,423,423,276,423,423,644,423,276
409,409,409,409,409,409,511,409,511
875,875,875,875,875,875,1733,875,875
1770,1770,1770,1770,1770,1770,2148,1770,1770
2454,2454,2454,2498,2454,2454,2547,2454,2454
867,867,867,867,867,867,1609,867,867
604,868,926,868,868,926,604,868,571
1303,2414,2414,523,523,2414,2121,523,1303
1000,1000,1000,1000,1000,1000,1000,1000,1000
4388,4388,4388,4388,4388,4388,4207,4388,4388
666,666,666,666,666,666,666,666,666
212,212,452,212,212,452,212,212,212
1328,1328,1328,1328,1328,1328,2964,1328,1328
1332,1570,1570,1570,1332,1570,1332,1570,1332
531,531,866,531,531,531,1458,531,531
3196,3196,3568,3474,3474,3196,3568,3196,3474
336,336,336,336,336,336,1198,336,336
825,832,825,832,832,930,1088,832,832
693,644,644,644,644,644,891,891,693
912,912,912,912,912,1164,1784,1164,912
1336,1336,1336,1336,1336,1421,1421,1336,1336
1804,1841,1764,1891,1891,1919,1891,1891,1582
1181,1181,1181,1181,1181,1181,2793,1181,1181
368,487,487,487,487,487,368,487,368
510,546,546,546,546,546,703,546,510
596,596,596,596,596,596,1473,596,847
350,350,350,350,350,350,633,350,350
386,547,547,386,386,547,386,547,386
467,467,467,467,467,467,754,467,467
913,913,913,913,913,913,1793,913,913
467,467,467,467,467,467,467,467,467
814,814,814,814,814,814,1022,814,814
523,546,546,546,546,591,591,546,523
697,697,697,697,697,697,697,697,697
1014,1014,1014,1014,1014,1014,1379,1014,1014
926,926,926,926,926,926,1109,926,926
320,320,320,367,320,320,299,320,367
1041,1041,1041,1041,1041,1041,2536,1041,1041
673,673,673,673,673,673,1285,673,673
1454,1454,1454,674,674,1782,2273,674,1454
584,584,584,584,584,584,713,584,584
2389,2389,2389,2052,2052,2389,2967,2052,2052
470,470,470,470,470,470,782,470,470
530,530,530,530,530,530,530,530,530
433,433,433,433,433,433,480,433,433
501,501,501,501,501,501,501,501,501
661,862,910,661,661,910,661,661,661
1377,1377,1377,1377,1377,1377,4354,1377,1377
3150,3150,3150,3150,3152,3488,3323,3152,3150
569,783,836,836,783,1255,569,836,569
2445,2445,2445,2445,2445,2445,2792,2445,2445
949,1150,1150,949,949,949,1712,949,1150
530,708,708,530,530,708,936,708,530
359,359,359,359,359,359,359,359,359
385,385,385,385,385,385,668,385,385
1304,1304,1304,1304,1304,1304,1304,1304,1304
534,534,785,534,534,785,775,785,534
2675,2675,2675,2675,2675,2758,2584,2675,2675
334,548,761,601,548,1048,334,601,334
707,886,1183,862,862,1284,800,862,707
948,1099,1099,1099,1099,1099,948,1099,948
2408,2408,2577,2408,2408,2631,2800,2408,2577
887,887,887,887,887,887,930,887,887
541,541,541,541,541,541,590,541,541
1975,1975,1975,1975,1975,1975,1975,1975,1975
400,648,946,400,400,400,925,400,648
1146,1733,1870,716,716,976,987,716,1363
1697,1677,1677,577,577,1345,1677,577,1677
342,342,342,342,342,879,1453,879,342
217,217,217,217,217,398,217,217,217
1101,1272,1475,1101,1101,952,967,952,952
571,571,571,571,571,571,669,571,571
752,752,752,752,752,752,2270,752,752
2220,2220,2220,1903,765,1903,2184,765,765
697,865,650,276,653,653,531,276,653
785,785,879,785,879,785,1014,785,879
448,448,567,717,586,448,882,448,567
692,898,898,898,749,749,764,764,749
369,369,369,369,369,369,685,369,369
626,1470,1470,626,712,589,796,1233,1470
773,682,774,682,682,804,767,682,808
1564,1882,1493,1634,1564,1882,1331,1882,1456
3123,3123,3395,3136,3136,3395,2556,3395,1443
1541,2229,2229,1541,1541,2229,2229,1541,2229
421,695,421,421,421,421,1283,421,421
731,768,1120,731,678,678,678,731,678
800,888,888,888,888,888,1098,967,888
3376,3266,2443,3376,3376,3497,3748,3266,3266
1862,999,999,1862,1862,1862,2392,1281,999
575,575,575,575,575,575,614,575,636
569,569,569,569,1138,1217,531,569,717
6666,6666,6200,6666,6556,5296,7074,6743,6666
798,798,798,751,798,751,798,798,751
501,501,501,501,501,501,912,501,501
1537,1523,1537,1537,1537,1537,2650,1537,1537
149,149,330,149,389,149,149,149,149
740,906,906,754,763,754,740,740,740
1151,1151,1012,657,1151,1151,996,1151,1151
1231,1504,1231,1531,1531,1320,1805,1741,1805
1736,1440,1440,1440,1440,1440,2068,2079,1440
677,1297,1558,1297,1234,677,1234,1297,1297
579,579,579,579,579,579,579,579,579
2142,1280,1280,2142,2142,2142,2723,1525,1280
538,538,538,538,538,610,538,538,538
516,516,516,516,516,516,385,516,516
640,675,718,718,640,640,675,675,675
472,472,472,472,472,472,511,472,472
645,802,645,645,645,1223,1681,645,802
2291,1489,2291,1489,1489,1489,3121,1489,1489
1249,492,492,1093,1093,492,1454,1249,1093
781,781,781,781,781,781,1117,781,781
402,496,368,446,368,368,485,368,368
536,536,562,536,562,562,755,562,562
1129,1129,1388,1129,1129,998,998,1338,1129
916,916,916,916,916,916,1089,916,916
847,847,923,675,675,675,1106,923,847
492,492,831,492,831,831,831,831,831
490,490,490,490,490,490,872,490,490
591,591,591,591,591,591,854,591,591
851,851,851,851,851,851,2167,851,851
555,809,809,809,555,555,958,809,555
308,308,308,308,308,308,308,308,308
523,523,523,523,523,523,922,705,523
651,651,651,651,651,651,1481,651,651
466,655,466,466,466,466,800,466,655
1190,1190,1190,1190,1190,1190,1251,1190,1190
740,740,740,740,740,740,740,740,740
446,446,446,446,446,446,644,446,446
849,849,849,849,884,849,1503,849,884
1227,1227,1227,1227,1227,1369,1708,1227,1227
496,496,496,496,496,496,1267,496,496
1237,1237,1237,1237,1237,1237,2099,1237,1237
858,858,858,858,858,858,858,858,858
1539,1705,1539,1539,1539,1539,1970,1539,1705
770,770,770,770,770,770,889,770,770
473,600,600,600,473,473,821,600,473
542,542,542,542,542,542,889,542,542
1222,1222,1222,1222,1033,1631,1895,1222,1222
648,648,648,648,648,648,648,648,648
392,392,392,392,392,392,3170,392,392
1098,1098,1098,1098,1098,1098,2049,1098,1098
795,795,795,795,795,795,1530,795,795
506,506,506,506,506,506,3230,506,506
1603,1603,1603,1603,1603,1603,3298,1603,1603
555,555,555,555,555,555,1029,555,555
795,795,795,795,795,795,1693,795,795
457,457,518,518,457,457,518,457,457
586,586,697,586,586,586,586,586,586
440,440,440,440,440,440,466,440,440
430,430,430,430,430,430,662,430,430
1202,1202,1202,1202,1202,1202,1202,1202,1202
665,665,665,665,665,665,665,665,665
623,623,623,623,623,1109,1158,623,813
1252,1252,1252,1252,1252,1252,1252,1252,1252
410,410,626,410,410,784,412,410,410
450,450,450,450,450,450,1299,450,450
367,548,548,548,548,706,367,548,367
655,655,850,655,655,702,702,655,655
360,360,360,360,360,360,721,360,673
595,595,595,595,595,595,595,595,595
2221,2221,2221,2221,2221,2221,2175,2221,2221
454,454,454,454,454,454,454,454,454
194,375,375,194,194,355,194,194,194
448,448,448,448,448,448,623,448,448
829,829,829,829,829,829,1406,829,829
3359,2125,2125,2125,2125,2125,4289,2125,2125
698,698,698,698,698,698,1561,698,698
572,572,572,572,572,572,1258,572,572
349,349,349,349,349,349,577,349,349
1955,1955,1955,1955,1955,1955,2361,1955,1955
544,544,544,544,544,544,848,631,544
546,546,546,546,546,794,1071,794,546
378,378,378,378,378,378,1769,378,378
940,940,940,940,940,940,940,940,940
714,714,714,714,714,809,753,714,567
776,776,776,776,776,776,1534,776,776
878,878,878,878,878,878,878,878,878
552,552,552,552,552,552,1387,552,923
1682,1607,1607,1607,1607,1607,2463,1607,1607
703,703,703,703,703,703,1137,923,923
630,630,630,630,630,630,2801,630,630
657,657,657,657,657,657,2105,657,657
1418,1418,1418,1418,1418,1418,1547,1418,1418
243,243,243,243,243,243,243,243,243
534,534,534,534,534,534,749,534,516
481,481,481,481,481,481,655,599,481
854,854,854,854,854,854,1542,854,888
1060,1060,1061,1060,1060,1060,1061,1060,1061
768,768,768,768,768,768,1921,768,768
604,604,604,604,604,604,1454,604,604
734,734,734,734,734,853,1325,734,734
1476,1476,1476,1476,1476,1476,3521,1476,1476
415,415,470,415,415,415,415,415,415
637,818,877,637,637,877,637,637,637
663,663,663,663,663,663,890,663,663
1738,1738,1738,1738,1738,1738,1738,1738,1738
1104,1104,1104,1104,1104,1104,2309,1104,1104
1756,1756,1756,1756,1756,1756,1756,1756,1756
1514,1514,1514,1514,1514,1514,1514,1514,1514
1394,1394,1394,1394,1394,1394,1513,1394,1394
753,753,753,753,753,753,1791,619,753
491,491,491,491,491,491,1490,491,491
563,764,788,563,563,788,563,563,563
533,533,533,533,533,533,729,786,533
624,624,624,828,828,624,1410,624,630
391,391,391,391,391,391,618,391,391
381,381,381,381,381,428,428,381,381
2401,2401,2401,2401,2401,2401,2494,2401,2401
596,596,823,708,596,596,823,823,708
442,442,442,442,442,442,1300,442,442
433,433,433,433,433,433,318,433,433
1722,1722,1722,1722,1722,1722,2100,1722,1722
798,798,798,798,798,798,1142,798,798
1508,1508,1508,1508,1508,1508,2172,1508,1965
711,711,711,851,711,711,1078,711,711
319,319,319,319,319,319,698,319,319
1669,1669,1669,1669,1669,1669,2021,1669,1669
221,221,221,221,221,221,560,221,221
249,249,249,249,249,249,1549,249,249
767,767,767,767,767,767,768,767,767
1399,723,723,1399,1399,723,2052,1399,723
1811,1811,1811,1811,1811,1811,2652,1811,1811
788,788,788,788,788,788,1127,788,788
965,965,1013,1013,965,965,916,965,1013
629,629,629,629,629,629,1501,629,629
611,611,611,611,611,611,1184,611,611
628,628,882,628,628,882,771,628,628
554,554,554,554,554,554,666,554,554
269,269,269,269,269,897,897,269,565
621,312,612,621,621,612,986,621,621
366,366,366,366,366,403,1166,978,366
313,313,313,313,313,313,496,313,313
2438,2438,2438,1815,1815,2438,2928,1815,1815
1026,1026,1026,1026,1026,1026,1726,1026,1026
154,154,154,154,154,154,154,154,154
1010,422,422,422,422,1010,2355,1010,422
505,505,505,505,505,505,817,505,505
545,545,545,545,545,545,3010,545,545
559,559,559,559,559,559,998,559,559
308,308,308,308,308,386,308,308,308
620,620,620,620,620,620,620,620,620
837,837,837,837,837,837,1514,837,919
1251,1251,1251,1290,1251,1290,1336,1251,1251
515,515,515,515,515,515,862,515,515
810,810,810,810,810,810,2160,810,810
878,878,878,878,878,878,1065,878,878
325,325,325,386,325,386,386,325,325
927,927,927,952,952,927,969,952,927
666,666,666,666,666,666,3569,666,666
