UniformRandom,Uniform,GA (1 year),MA,PopulationProportionate,AllCityCenter,GA (1 week),Random,SLS
695,695,695,695,695,1186,695,890,890
577,577,577,577,577,3446,577,577,577
859,883,1305,883,859,1760,883,883,1305
810,656,656,656,656,814,656,1345,810
437,437,437,778,437,1111,437,437,437
743,743,743,743,743,1011,743,743,743
521,521,521,521,521,2454,521,521,521
617,612,651,617,617,744,617,612,617
566,598,566,800,566,849,566,598,566
472,472,923,923,472,1753,472,857,472
923,923,472,472,923,1196,923,923,923
2595,1765,1765,2067,2595,2914,2067,2595,2595
835,835,835,835,835,835,835,835,835
1466,1466,1452,1452,1452,1452,1466,1466,1452
1218,995,995,794,794,1557,1218,1218,995
607,607,726,607,607,1041,607,607,1212
487,439,439,585,439,667,487,439,439
1166,1166,1166,1166,1166,1167,1166,1166,1166
495,495,495,495,495,1357,495,495,495
1764,1764,1764,1764,1764,2773,1764,1764,1764
541,541,541,541,541,696,541,541,541
572,572,572,572,572,654,572,572,572
533,533,533,533,533,690,533,340,533
483,483,761,483,483,712,483,483,712
2710,2710,2710,2710,2710,3027,2710,3232,2710
796,796,796,796,796,796,796,796,796
994,994,994,994,994,1438,994,994,994
1064,225,225,1064,1240,2169,1064,1240,1064
616,616,616,616,1199,1770,616,616,616
617,617,617,428,428,515,617,1009,617
713,713,713,1013,713,1347,713,713,713
697,697,697,697,697,1560,697,697,697
382,382,382,382,382,2016,382,382,382
751,562,562,562,562,1424,562,562,751
799,799,799,799,799,1980,799,799,799
1324,1324,1324,1324,1324,1324,1324,1324,1324
278,278,278,278,278,278,278,278,278
1284,975,975,975,975,853,975,975,1284
1023,1023,1023,1023,1023,1072,1023,1023,1023
377,556,556,377,377,1327,556,377,960
1315,1508,1508,1315,1315,1629,1508,1315,1508
671,671,490,490,490,490,671,671,490
701,701,506,506,506,553,506,701,553
396,454,454,396,396,454,396,396,454
744,744,744,744,744,1345,744,744,744
429,429,429,429,429,2362,429,429,429
635,856,856,635,635,1514,856,635,1222
713,524,524,524,524,1386,524,524,713
262,262,262,262,262,489,262,262,262
378,378,378,378,378,378,378,378,378
748,748,748,748,748,1326,748,1282,748
689,689,689,1030,689,1363,689,689,689
521,521,521,521,521,1564,521,521,521
857,857,857,857,2102,2964,857,857,2102
1221,1221,1221,1221,1221,1845,1221,1221,1221
686,686,686,686,686,1161,686,686,686
391,391,391,391,391,1253,391,391,414
701,701,701,701,1466,1875,701,1380,1466
749,837,837,749,749,1323,837,749,1030
734,734,734,734,734,1353,734,734,734
1393,1393,808,863,1393,1563,863,1393,1393
388,388,388,388,388,390,388,388,388
847,988,988,847,847,1194,847,847,988
615,615,615,615,615,1147,615,615,921
319,319,319,319,319,319,319,319,319
1120,1402,1402,1120,1120,1694,1402,1120,1402
422,422,422,422,422,559,422,422,422
1134,1134,1134,1134,1134,1372,1134,1134,1134
646,646,646,646,646,2042,646,646,646
1228,1213,1213,1228,1228,1733,1228,1213,1213
706,706,706,706,706,1569,706,706,706
571,571,571,571,571,731,571,571,571
436,436,436,436,436,1351,436,436,436
341,446,341,341,341,568,446,446,446
875,875,818,818,875,890,818,875,818
937,1059,937,937,832,1059,937,937,1059
579,615,523,579,579,612,579,579,523
509,509,509,509,509,1288,509,509,668
790,790,790,790,790,3049,790,790,790
448,448,448,560,448,922,448,560,448
1869,1869,1869,1869,1869,2424,1869,1869,1869
1025,1025,1025,1025,1025,3030,1025,1025,1025
212,212,212,212,212,600,212,609,212
425,606,425,425,425,425,425,606,425
1229,1229,1229,1229,2492,2492,1229,1229,1327
372,372,372,372,372,1249,372,372,844
349,349,349,349,349,578,349,467,467
559,559,559,559,559,559,559,559,559
1298,1298,1298,1464,1464,2654,1298,1464,1298
371,371,371,371,371,2002,371,371,371
349,349,349,349,349,1878,349,349,349
593,593,593,593,593,940,593,593,593
527,527,527,527,527,621,527,527,527
488,488,488,488,488,535,488,488,488
332,332,332,669,332,264,332,332,332
1527,1527,1527,1527,1527,1605,1527,1605,1527
752,752,752,777,752,778,777,777,752
1682,1682,1682,1682,1682,1950,1682,1682,1682
1235,1235,1235,1235,1235,1235,1235,1235,1235
352,352,352,352,352,691,352,352,352
314,314,314,314,314,845,314,314,627
309,309,309,309,309,1037,309,309,435
301,301,512,301,512,3086,512,301,512
1262,1262,1634,1262,1796,3498,1634,1262,1768
147,147,147,147,147,147,147,147,147
768,768,768,768,768,2367,768,768,768
482,482,1174,1174,482,1748,482,482,482
525,855,525,525,525,936,525,855,525
631,631,631,631,631,1044,631,631,900
820,820,820,820,1658,2692,820,820,820
473,473,473,473,473,998,473,473,473
411,411,411,411,411,411,411,411,411
733,733,1357,1357,733,1476,1357,733,733
332,332,332,586,332,743,332,332,332
438,438,438,438,438,510,438,438,438
979,979,979,1024,979,1341,1024,1024,979
1521,1638,1638,1638,1521,1769,1638,1652,1521
363,363,363,363,363,363,363,363,363
1023,1023,1023,1023,1023,1024,1023,1023,1023
726,726,726,726,726,912,726,681,726
1477,1477,1477,1477,1477,1685,1477,1725,1477
3491,3492,3491,3492,3491,3492,3491,3492,3491
1382,1804,1382,1382,1119,1382,1382,1804,1363
714,1535,714,714,714,1091,1091,1128,714
859,913,211,913,211,211,211,913,211
528,528,528,1100,1348,1694,528,1100,528
834,834,834,834,834,1132,834,1132,834
489,735,489,489,318,318,489,795,318
625,625,625,625,425,1064,625,876,625
693,693,626,626,626,745,626,732,745
551,883,551,551,551,1139,551,938,938
475,475,475,602,475,823,475,475,475
431,431,431,431,431,816,431,1053,431
296,296,296,296,296,296,296,296,296
1329,1329,594,594,594,1985,594,1329,594
950,950,950,950,950,2233,950,950,950
621,621,707,707,621,875,621,621,621
634,634,634,634,634,634,634,634,634
1379,1379,1379,1379,1379,1888,1379,1379,1379
486,486,486,1043,1043,2428,486,1043,486
235,235,235,235,235,1084,235,235,235
1620,1620,735,735,735,2429,735,1620,735
1269,1450,1269,1269,1269,1269,1269,1450,1269
1691,1691,1691,1691,1691,1973,1691,1903,1691
413,413,413,413,413,1177,413,413,654
738,699,360,360,360,641,360,360,360
629,629,399,399,399,399,399,399,399
282,836,282,836,836,1202,282,836,282
811,811,1434,1434,811,2008,811,1434,811
683,683,683,683,1630,3552,683,683,683
1197,1197,1197,1197,1197,1197,1197,1197,1197
1051,1051,1051,1051,1051,2232,1051,1677,1051
1236,1236,1236,1236,1236,1906,1236,1236,1236
624,624,624,624,624,643,624,624,624
802,802,708,708,993,1484,708,802,708
532,532,532,532,532,1394,532,532,532
1035,1035,902,632,902,1374,902,1035,1035
351,351,351,351,351,351,351,351,351
828,828,828,828,828,1502,828,828,828
534,694,534,534,534,1197,534,694,694
387,428,387,387,428,562,387,562,387
1179,1462,1462,1462,1462,1433,1462,1462,1179
720,539,539,539,539,539,539,779,539
1048,1205,614,614,614,816,614,1205,614
814,814,814,814,814,664,814,678,814
589,589,589,589,589,1190,589,589,589
719,719,719,719,719,1332,719,719,469
1237,1237,1237,1237,1237,1674,1237,1237,1237
738,738,738,744,738,1002,744,865,738
453,453,453,453,453,613,453,613,453
626,626,570,570,570,909,570,626,626
915,915,915,915,915,1628,915,915,915
805,805,805,712,712,466,712,805,805
477,477,477,451,477,1340,477,451,477
419,419,419,419,419,1147,419,419,545
922,922,922,922,922,1261,922,922,922
207,207,207,207,207,3142,207,207,207
206,206,206,206,2360,3141,206,206,206
367,367,367,367,367,697,367,367,367
516,516,516,516,516,1277,720,516,516
420,420,420,420,420,1297,843,420,843
766,766,766,766,766,834,766,766,766
576,576,576,576,576,576,576,576,576
530,530,530,530,530,1769,530,530,530
1386,1386,1386,1386,1722,2056,1386,1386,1377
323,323,323,323,323,670,323,323,323
951,951,951,951,895,1042,951,872,872
889,889,889,889,889,1099,889,889,802
905,905,905,905,905,1034,905,905,905
526,526,526,526,330,623,526,526,526
424,424,424,493,424,493,424,838,424
725,725,725,725,409,725,725,570,725
844,844,631,844,417,417,844,631,631
790,790,790,790,790,938,822,790,822
827,827,827,827,827,608,827,827,827
328,740,325,328,325,554,328,328,325
1394,1394,1394,1982,1982,2974,1394,1982,1394
405,945,405,405,405,892,405,945,405
1002,1224,1002,1002,1002,1224,1193,749,1224
460,460,460,460,460,1157,738,460,460
858,858,348,704,348,972,704,858,348
1348,1348,1348,573,573,911,1348,1348,573
674,674,674,674,635,674,674,674,674
721,721,654,721,721,721,721,654,721
1646,1646,1252,1550,1301,1301,1252,1252,1864
1306,1243,1243,1611,1243,1243,1335,1243,1243
2688,2489,2444,2593,1574,2435,1574,2551,2444
1414,681,681,1414,681,2274,1414,1414,681
656,656,656,656,656,1306,656,656,656
469,469,469,469,469,469,469,650,469
420,420,420,458,420,420,420,502,420
613,376,304,304,376,304,304,613,304
1251,1401,1039,843,942,603,843,1251,1039
2382,2382,2382,2382,2382,2357,2382,2382,2382
625,625,625,625,625,729,523,629,625
834,834,1365,780,834,1358,1378,1442,834
380,380,380,380,380,380,380,380,380
1413,1214,1324,1475,1324,1507,1324,1324,1413
658,769,658,720,792,767,720,658,658
592,592,592,592,592,2229,592,592,1180
900,773,773,822,773,1400,996,996,773
592,592,592,592,592,592,592,592,592
550,369,369,369,369,369,369,369,369
529,749,749,529,529,1370,749,529,1153
954,1235,1302,954,954,1261,954,1302,954
956,956,956,956,956,957,956,956,956
324,324,324,324,324,799,324,324,324
4697,5118,4890,4697,4697,5011,5118,4697,5182
505,505,505,505,505,505,505,505,505
1452,1499,1452,1452,1452,1499,1452,1452,1499
850,915,850,850,849,850,849,849,850
718,718,718,718,718,1065,718,718,718
1897,1897,1897,1657,1657,1657,1657,1897,2093
661,828,661,449,449,788,449,449,661
898,898,898,898,811,811,898,898,898
430,464,430,430,430,549,430,430,430
1313,1313,1313,974,974,1313,974,1313,1313
696,903,696,696,696,696,319,740,696
1298,1298,574,1298,1298,1686,1298,1298,1460
2337,2337,2337,2337,2337,5330,2337,2337,2337
820,886,820,820,820,821,820,820,821
585,585,585,585,585,929,585,585,585
3141,3141,3141,2901,2901,2901,2901,3082,2901
523,523,523,523,327,620,327,523,523
1411,1411,1233,1017,911,1017,1017,1186,1233
4547,4547,4547,4356,4356,4116,4356,4356,4547
995,1094,995,693,693,782,693,463,995
4097,4075,4021,3809,3712,3373,3712,3809,4021
786,786,786,786,295,835,295,295,786
1395,1395,948,948,752,752,964,964,948
819,834,819,819,819,820,819,819,820
646,646,646,646,646,2244,646,646,646
749,749,749,749,749,630,749,749,749
1810,1810,1810,1810,1704,1810,1704,1704,1810
569,1349,569,569,1349,2168,569,569,569
1222,1222,1222,1222,1222,2698,1222,1222,1222
507,267,267,267,267,267,267,267,267
1631,1631,1631,1631,1415,1415,1596,1596,1415
839,839,839,871,839,1122,839,839,839
605,605,605,605,605,1477,605,605,605
821,821,821,821,821,822,821,821,821
444,444,444,444,444,2315,444,444,444
668,668,668,668,668,1098,668,668,668
841,841,841,841,841,1447,841,841,841
903,697,697,697,697,1167,697,697,903
756,756,756,756,756,936,756,756,756
1309,1309,1309,1309,1309,2980,1309,1579,1309
1048,1048,1048,1048,1048,3999,1048,1048,1048
666,666,666,666,666,666,666,666,666
522,522,344,522,344,750,522,344,344
887,887,887,887,887,820,887,887,887
640,640,640,640,640,861,640,640,640
503,503,503,914,503,1046,503,503,503
424,662,426,424,424,426,424,424,426
447,447,542,542,447,891,447,542,447
654,654,654,654,1725,2825,654,902,902
841,841,841,841,841,1554,841,1240,841
803,803,803,803,803,2494,803,803,803
482,482,482,482,482,711,482,482,482
893,893,1088,893,1088,1153,1142,1088,1142
833,833,833,988,833,918,833,833,833
175,175,175,175,175,175,175,175,175
1126,1126,922,1126,922,1238,1126,922,922
397,487,307,417,307,307,307,417,307
1097,1378,1040,1301,821,978,978,1301,978
370,370,370,370,206,206,370,370,370
895,1301,847,1179,646,646,847,1301,847
340,340,340,340,340,882,340,340,340
256,256,1490,256,1646,2903,1490,256,1490
890,890,687,890,663,754,663,890,687
2588,2588,2588,2588,2588,2588,2588,2588,2588
983,1227,549,983,369,430,549,1153,549
1369,2103,1369,1498,1369,1498,1801,1801,1498
2554,2554,1897,1897,1800,1897,2257,2554,1897
1058,1220,908,908,696,260,962,1220,696
508,702,508,508,508,702,508,702,508
1993,1993,1993,1993,1825,2174,1993,1993,1993
1860,1860,1860,1860,1860,2869,1860,1860,1860
972,972,972,972,827,908,972,972,972
913,913,913,913,913,913,913,913,913
567,567,567,567,567,1313,567,567,567
2192,2192,2192,2192,2192,3069,2615,2192,2382
518,924,764,764,681,497,628,924,628
918,918,918,918,470,403,806,918,806
728,814,728,989,434,344,728,814,786
765,765,765,765,765,3668,765,765,765
539,539,539,539,539,306,539,539,539
1244,1244,1244,1244,1244,1244,1244,1244,1244
2165,2652,1787,1773,1579,1084,1787,2165,1787
753,753,753,753,753,690,753,753,753
3271,4125,3271,3271,2428,1624,3271,3271,2781
1034,1034,1034,1034,1034,1034,1034,1034,1034
5254,5254,5254,5254,5254,5254,5254,5584,5254
1239,1239,1239,1239,1239,1239,1239,397,1239
540,540,540,540,540,540,540,721,540
2589,2589,2589,2589,2589,2589,2589,3214,2589
2800,2800,2800,2800,2800,2800,2800,2378,2800
6019,6019,5154,5154,4796,4312,5154,4984,3819
1155,1155,1155,1155,1155,1155,1155,546,1155
3107,3107,3107,2902,3107,3107,3107,2902,3107
1588,1588,1588,1588,1588,1259,1588,1588,1588
2477,2477,2477,5007,2477,2259,2477,5007,2477
7290,7290,7290,7290,7055,4501,7290,7290,7290
4066,4066,4066,954,4066,1582,4066,954,4066
516,516,516,759,516,516,516,759,516
663,663,663,663,663,663,663,663,663
2640,2640,2345,2455,2345,2455,2345,2455,2345
2956,2721,2956,2721,3037,3184,2956,2721,2721
977,977,977,977,977,977,977,811,977
370,508,370,370,370,442,370,352,370
637,637,637,637,2440,3540,637,637,1558
500,489,500,500,500,1011,500,562,500
378,378,378,378,1217,2382,378,378,378
517,527,527,906,527,1171,527,527,527
418,418,418,418,418,418,418,599,418
551,551,551,735,551,551,551,648,551
532,532,532,532,673,358,532,560,532
579,579,579,623,579,574,623,540,579
707,736,713,713,651,651,707,713,651
896,656,896,896,656,1131,656,896,656
392,392,392,392,392,392,392,392,392
438,438,438,438,438,986,438,647,438
418,418,418,418,418,418,418,418,418
246,246,246,246,246,246,246,246,246
700,700,700,700,700,3569,700,700,700
2485,2485,2485,2485,4270,4408,2485,2485,2485
257,257,257,257,257,363,257,257,257
464,464,464,464,464,464,464,645,464
549,549,549,549,549,2180,549,549,549
165,165,165,536,165,697,165,165,536
656,656,656,656,656,1240,656,656,857
344,344,344,525,344,344,344,525,344
465,465,465,465,465,1226,465,465,465
593,593,593,593,1131,1906,593,593,293
672,672,672,672,672,2268,672,672,672
3011,3011,3011,3011,3011,3445,3011,3011,3011
2539,2539,2539,2539,2539,2540,2539,2539,2539
1921,1921,1921,1921,1921,2396,1921,1921,1921
2242,2242,2242,2242,2242,2336,2242,2242,2242
1562,1562,782,782,1562,2322,782,1562,1562
1088,1088,1156,1156,1088,1462,1156,1088,1462
1410,1410,1410,1450,1410,1722,1410,1410,1410
516,516,516,516,516,516,516,516,516
853,853,853,1427,853,2050,853,1476,853
668,668,668,668,668,811,668,668,668
496,496,496,496,496,496,496,496,496
954,954,753,753,753,753,753,954,753
725,937,470,470,470,289,470,991,470
1365,1365,1365,1365,1365,1322,1365,1365,1678
721,907,286,587,286,347,466,907,587
1837,1837,1837,1837,1837,3474,1837,1837,1837
1515,2199,1723,1723,1094,1569,1756,1881,1723
720,800,720,720,720,1082,720,800,800
189,189,189,189,189,1109,189,189,189
629,629,599,629,459,826,629,629,459
544,739,739,1124,739,1165,739,1124,544
377,318,377,318,318,902,377,377,377
677,639,677,677,639,724,677,639,639
982,982,982,982,982,1112,982,982,982
985,985,985,992,1207,2499,985,1207,985
511,511,511,406,406,633,511,511,406
669,669,669,669,669,669,669,669,669
753,753,957,957,753,1514,957,753,753
1269,1269,1269,1269,1269,2803,1269,1269,975
1763,1763,1763,1763,1716,1754,1763,1763,1763
1244,1244,1244,1244,2023,3141,1244,1244,1244
1380,1380,1380,1380,1380,1380,1380,1380,1380
768,1136,768,768,768,826,768,1136,768
327,327,327,327,327,327,327,327,327
1443,1443,1443,1443,1190,1443,1443,1443,1190
363,363,363,363,363,407,363,363,363
972,972,972,972,972,1326,972,1079,972
371,371,371,371,371,371,371,371,371
413,413,413,413,413,413,413,413,413
1054,1054,1054,1054,2083,3652,1054,2083,2083
796,796,796,1050,796,902,796,796,796
740,930,740,727,486,961,740,930,486
619,619,619,1242,619,1816,619,1242,619
746,365,365,365,365,1042,365,365,365
661,661,661,661,661,1288,661,661,661
306,306,550,366,306,345,550,306,306
430,430,430,430,430,430,430,430,430
1557,1557,1557,1557,1557,1634,1557,1557,1557
1222,1222,1222,1222,1222,1273,1222,1222,1222
838,838,905,957,838,957,838,838,838
967,967,967,967,967,2558,967,1770,967
716,716,716,716,716,778,778,716,716
646,646,505,505,505,744,505,505,646
905,905,905,905,905,1351,905,905,905
1461,1461,1461,1461,1461,1461,1461,1461,1461
1318,1318,1090,1043,1043,1090,1090,1318,1090
621,1020,621,621,621,819,621,1020,621
757,1076,737,737,757,1076,757,757,737
1914,1914,1914,1914,1914,2444,1914,2210,1914
1116,1116,1116,1116,1116,1203,1116,1116,858
1472,1472,1472,1472,1477,2338,1472,1472,1472
919,919,919,890,919,890,919,919,919
874,874,874,857,834,834,489,489,834
1019,1089,693,693,677,677,693,677,677
835,835,835,835,835,1697,835,835,835
1119,1119,709,1050,709,1327,709,1050,709
1079,1079,1079,1079,1079,3137,1079,1079,1079
1185,1185,1185,1185,1185,534,1185,1185,695
1183,1183,1198,1183,1183,1703,1183,1183,1198
1254,1254,999,999,989,1254,999,1254,989
1303,1303,1288,1288,887,1288,1288,1303,887
1416,1416,1398,1304,1304,1398,1304,1416,1416
2294,2294,1834,1783,1783,1945,1783,1834,1945
1737,2307,756,1425,984,756,985,1425,756
2618,2618,2618,2618,2618,1747,2618,2618,2618
1265,1265,1265,1265,1265,882,1265,1265,1265
1132,1721,1742,1132,1132,1048,1132,1660,1976
3392,2000,1899,1217,1487,1268,2538,2000,1899
3911,3911,2749,2478,2478,1063,3581,2749,3581
891,891,891,891,891,617,891,891,891
902,902,902,902,902,880,902,902,902
1049,1049,1049,1290,1049,870,1049,1049,1049
1464,4294,1464,3194,2426,1865,1464,2715,1464
6804,7668,6804,7623,6293,5277,5997,6425,6893
3001,3001,3001,2198,3001,3001,3001,546,3383
4851,4851,4851,3774,4851,4851,4851,3827,3780
9305,9305,8799,8961,8799,9000,9002,8217,8413
1057,1057,1057,889,1057,1057,1057,889,2907
3696,3696,3696,3696,3696,3149,3696,3075,2736
4018,4018,3578,1810,2722,714,3900,725,1125
11277,11277,11277,11277,11277,11277,11277,13559,11733
1278,1278,1278,814,1278,1278,1278,814,749
2364,2855,2116,2189,2282,2284,2116,2189,2189
4449,4449,4449,4449,4449,4449,4449,4449,4600
228,228,228,223,228,333,228,228,510
946,946,946,946,946,946,946,946,670
3302,3224,3425,3224,3425,3224,3425,3455,3454
2438,2199,2051,1797,1797,2272,2051,1654,3047
1288,1288,1288,834,1288,633,1288,1512,1512
993,558,993,938,558,938,993,955,1040
1612,1877,1612,1612,1524,1446,1612,1612,1920
1666,1666,1666,1062,1666,1666,1666,1062,2653
1930,1930,1930,1573,1930,1930,1930,1340,1676
1721,1721,1721,2298,1721,1721,1721,1666,1589
5291,5291,5291,6276,5291,5291,5291,5585,5528
2320,2320,2320,1404,2320,2320,2320,1404,2411
5601,5601,5601,3889,5601,5601,5601,3889,4391
1111,1111,1111,2915,1111,1111,1111,2915,1237
3344,3344,3344,1576,3344,3344,3344,1576,2147
2198,2198,2198,2198,2198,2198,2198,2198,2198
1281,1281,1281,1281,1281,1281,1281,1281,4576
4552,4552,4552,4552,4552,3676,4552,4552,4615
2019,1978,2019,2367,1978,2125,1978,1892,2067
2167,2167,2506,2091,2506,1910,2612,2415,1910
997,1180,1058,1469,1297,1515,1297,1469,1293
1043,1043,670,670,670,892,831,670,670
1833,1833,1833,2177,2324,2425,1833,1973,1779
398,398,398,885,1008,398,665,1075,398
1458,1325,1160,1160,1160,1797,1325,1160,1160
690,1160,690,690,1160,1423,690,1415,690
661,661,605,661,605,1018,661,661,661
854,854,854,831,854,1567,854,854,1253
462,462,462,462,462,523,462,462,462
155,155,155,155,155,155,155,155,155
559,712,559,559,712,874,872,671,800
725,725,725,725,665,794,665,665,725
524,396,430,430,396,524,396,396,524
973,973,856,626,626,973,626,626,626
942,1106,948,942,948,948,948,948,948
624,624,847,624,847,896,624,624,624
699,537,283,694,283,670,283,283,694
910,910,910,910,910,2261,910,910,895
609,609,609,609,609,2208,609,609,609
2241,2241,2241,2241,2201,2241,2241,2201,2201
538,538,357,357,357,357,538,538,357
730,730,730,730,730,730,730,730,730
367,367,367,367,367,1388,367,984,367
893,1700,893,893,1700,2508,893,893,893
