UniformRandom,Uniform,GA (1 year),MA,PopulationProportionate,AllCityCenter,GA (1 week),Random,SLS
1881,1881,1881,1881,1881,1260,1881,1881,1881
1486,1486,1486,1486,867,1486,1486,1486,1486
422,593,593,422,422,593,593,593,593
702,702,702,702,702,349,878,702,702
2485,2593,2485,2485,1576,1341,2485,1622,2485
597,597,597,597,597,597,597,597,597
2799,3902,3902,2799,674,1353,3902,2799,2707
1329,1329,1329,1329,1329,223,1329,1329,1329
1302,1302,1302,1302,1302,1302,1302,1302,1302
1691,1691,1691,1691,1691,1368,1691,1691,1691
1098,1098,1098,1098,1098,834,1098,1098,1098
587,587,590,587,781,721,590,587,590
582,715,634,715,634,1109,984,582,634
1484,436,436,1484,436,1801,436,1765,1484
369,429,429,429,369,355,317,369,317
377,377,496,377,496,449,674,377,377
1122,1182,1122,1012,1182,1444,1122,1012,1122
440,440,488,440,440,489,488,440,440
1079,1079,1133,1133,1079,1133,1133,840,1133
1300,1300,1300,1300,1300,1300,1300,1300,1300
2080,2080,2080,2080,2080,2080,2080,2246,2080
722,502,1049,722,502,1259,1049,502,936
578,740,578,578,621,518,629,621,629
524,725,524,524,524,524,524,602,524
613,613,613,613,613,1476,648,459,613
765,513,661,513,513,716,661,513,661
523,523,523,523,523,959,523,523,523
1154,761,1154,761,1154,2616,1154,1154,1154
517,517,577,517,517,646,517,517,517
363,363,786,786,451,828,786,786,451
1027,1027,949,949,949,949,949,1032,949
347,347,410,410,410,410,347,347,347
854,854,854,854,854,2787,854,854,854
2463,2463,2667,2463,2463,3224,2667,2463,2463
504,504,504,504,504,1475,504,504,504
380,380,380,380,380,380,380,380,380
962,1742,962,962,1742,2560,962,962,962
787,1034,672,672,672,787,560,560,672
702,791,630,702,490,630,432,432,630
891,891,750,750,750,750,750,891,750
1012,1012,800,800,364,364,545,800,364
816,1292,412,637,637,637,637,412,791
1024,697,697,697,697,697,697,697,697
385,385,385,385,385,545,385,385,385
852,852,852,852,852,2271,852,852,852
1253,1376,1147,994,994,517,631,994,517
309,309,309,309,356,309,309,309,309
2084,2164,1029,656,656,656,656,285,1509
1431,1500,1262,1331,921,1424,921,1277,921
1472,1472,2703,2534,2534,3517,2534,2703,2703
340,340,340,340,340,340,340,340,340
1143,709,873,1143,1143,1615,1143,1276,873
1018,1018,1018,1018,1018,1018,1018,1018,1571
543,543,451,451,543,451,451,451,451
1363,1363,1282,1854,1093,1955,1282,1716,1282
1196,1196,802,1196,721,1196,974,974,1319
856,856,866,866,1094,1126,856,468,856
799,755,772,772,772,965,772,772,1293
574,634,551,574,487,545,487,551,634
1053,1410,1410,1410,1171,1410,1497,1497,1410
1760,1760,1760,1760,1760,1760,1760,1532,1760
1360,1834,1001,1834,1222,1222,1001,1001,1834
330,330,330,330,330,330,330,330,330
670,674,486,670,640,514,486,705,670
1819,1819,1219,2165,1485,1774,1485,2165,593
842,842,842,842,842,1064,842,842,842
953,1274,1274,1274,953,953,1183,1274,953
1061,891,778,1001,891,729,891,891,1001
981,981,1037,1487,981,990,1420,1037,1420
276,276,276,276,276,276,276,276,276
917,917,819,839,482,839,819,482,479
631,631,631,631,631,631,631,631,631
308,771,840,840,430,1006,840,940,671
682,682,682,682,682,682,682,682,682
447,447,447,447,447,3240,447,447,447
1236,364,1236,1236,1236,2303,1236,1236,1236
1551,1318,1257,1257,1257,1318,1257,1257,1318
1431,1300,1465,1431,1472,1765,1465,1487,1743
304,304,304,304,1374,1895,304,304,304
388,388,388,388,388,388,388,388,388
841,1220,1220,1220,1220,1220,1220,1220,1220
1521,1613,1521,1521,1521,1488,1521,1521,1521
429,488,248,248,248,248,429,429,248
1019,876,876,876,876,2819,876,876,876
658,658,658,658,658,1538,658,658,658
279,279,279,279,2433,3214,279,279,2433
7167,7167,6579,7167,7401,8417,7167,7167,7167
905,905,1813,1813,1813,2676,1813,1813,2013
294,294,294,294,294,294,294,294,294
342,342,342,342,342,368,342,342,342
420,239,239,239,239,239,420,420,239
279,279,279,279,279,1128,279,906,279
382,382,382,382,382,382,382,382,382
1344,1344,1344,1344,1394,1892,1344,1394,1344
692,692,692,692,692,692,692,692,692
682,643,643,643,643,728,682,643,643
795,795,795,795,795,795,795,795,795
699,699,699,699,699,1534,699,699,1125
812,812,812,812,812,873,812,812,812
868,1207,1207,868,868,1081,868,1207,1207
3134,3315,3134,3134,3134,3134,3134,3315,3134
1698,1698,1493,1263,1263,1263,1464,1493,1263
1421,1421,1112,954,954,773,954,1112,773
2084,2084,2222,2084,2084,2689,2084,2084,2396
709,709,709,709,709,814,709,709,709
758,758,758,758,758,2002,758,758,758
1386,1386,1386,1386,1386,1387,1386,1386,1386
173,173,173,173,173,173,173,173,173
1545,1545,1545,1545,1545,1958,1545,1814,1545
380,380,600,380,380,1297,380,380,1004
236,236,236,236,236,236,236,236,236
2197,2197,1684,2024,2197,2514,2197,2197,1401
1354,1354,1354,1354,1159,1206,1159,1354,1206
1956,2014,1956,1644,1681,1745,1644,1956,1681
706,706,619,706,619,706,619,706,619
594,594,594,594,594,1187,594,594,594
453,453,453,453,453,613,453,453,453
246,246,246,246,246,246,246,246,246
1682,1682,1682,1682,1682,1909,1682,1682,1794
709,709,709,709,709,962,709,709,709
1348,1348,1348,1348,1348,3346,1348,1348,1348
766,766,1441,766,1441,2115,1441,766,1441
827,775,827,827,827,827,827,827,775
359,359,359,359,359,359,359,359,359
442,471,442,442,442,781,442,442,442
1136,1136,1811,1136,1811,2485,1811,1811,1811
309,309,309,309,309,309,309,309,309
1607,1229,1229,1607,1607,2781,1607,2040,1607
345,345,345,345,345,3279,345,345,345
740,740,740,740,740,1047,740,740,740
901,901,901,901,901,1067,901,951,951
296,296,296,296,296,523,296,296,296
960,960,960,960,960,1032,960,1032,960
544,378,205,205,544,544,205,560,205
958,958,958,958,958,1595,958,1123,958
556,556,556,556,556,662,556,556,556
687,687,687,687,687,687,687,954,687
782,782,782,782,782,2413,782,782,782
543,543,543,543,465,649,543,465,543
808,808,808,808,808,1462,808,808,808
370,370,370,370,370,653,370,370,370
553,553,553,553,553,1230,553,553,553
794,794,794,794,794,866,794,794,794
551,551,551,551,551,657,551,551,551
1974,1974,1691,1691,1974,2804,1691,1974,1974
761,761,761,761,761,2110,761,761,761
236,236,236,236,236,613,236,236,236
797,838,797,797,797,972,797,838,797
624,624,624,877,624,1099,624,624,624
772,772,772,772,772,934,772,772,772
506,506,506,506,506,3364,506,506,506
767,767,767,1606,1606,2706,767,1606,767
941,941,832,832,941,1198,832,941,832
309,309,309,309,309,309,309,309,309
1450,1450,1450,1450,1450,2231,1450,1450,1450
724,724,724,724,1847,2895,724,724,972
252,252,252,252,252,252,252,252,252
609,609,609,609,609,782,609,609,609
1582,1582,1582,1582,1582,1775,1582,1582,1582
1282,539,1282,539,1282,2735,1282,1282,1282
720,720,720,720,720,429,720,819,720
456,933,456,456,456,456,456,933,456
211,211,211,211,211,839,211,211,211
498,498,498,498,498,362,498,498,498
495,825,495,495,495,906,495,825,495
868,868,868,868,868,1440,868,1525,1278
655,655,655,655,655,1486,655,844,655
389,389,389,389,389,682,389,389,389
715,715,715,715,715,1457,715,715,715
819,819,819,819,819,2149,819,819,819
258,258,258,258,258,1049,258,258,620
202,202,202,202,202,202,202,202,202
302,302,300,300,300,302,300,302,300
675,675,675,675,675,1265,675,675,675
472,472,472,472,472,472,472,472,472
668,668,668,668,1284,1843,668,1143,668
937,937,937,937,937,1546,937,937,937
595,1005,595,1005,595,1219,595,1005,1005
349,349,168,168,168,168,168,168,168
534,534,534,534,534,1204,534,534,534
648,648,648,648,2070,2413,648,648,648
449,449,449,449,449,3384,449,449,449
428,540,428,428,428,466,428,540,428
499,499,499,499,499,1290,499,499,861
1127,1127,1127,1127,2559,4120,1127,2559,2180
666,666,666,666,666,836,666,666,666
1118,1118,1118,1118,1118,1839,1118,1118,1766
1608,1608,1608,1608,1608,1608,1608,1608,1608
186,186,186,186,186,1452,186,186,186
213,213,213,213,213,440,213,213,213
1586,1586,1586,1586,1586,2147,1586,1586,1586
392,632,392,392,392,867,392,392,392
1620,1620,1366,1620,1366,1620,1366,1620,1620
1018,1018,1018,1018,1033,1412,1018,1033,1018
428,428,428,428,428,428,428,428,428
979,979,979,979,979,979,979,979,979
385,580,385,385,385,431,385,385,432
406,406,406,406,406,455,406,406,406
488,488,488,488,488,729,488,488,488
725,725,725,725,725,725,725,725,725
707,707,707,707,707,707,707,707,707
1216,1216,976,976,976,976,976,1216,976
491,542,476,476,476,267,476,483,267
790,790,790,790,790,884,790,790,790
986,986,927,986,746,746,986,986,746
595,595,595,1287,595,1861,595,1287,595
260,260,482,482,260,482,260,482,260
600,822,600,600,600,909,822,600,600
1601,1713,1828,1828,1601,1828,1601,1828,1713
615,615,615,615,615,808,615,615,615
585,585,585,585,585,1487,585,585,585
852,852,862,862,852,1116,862,862,515
491,491,602,505,491,491,491,602,491
640,1070,617,617,505,555,617,1070,461
853,1220,853,853,853,1058,853,1220,836
460,460,460,460,460,460,460,460,460
783,783,741,741,740,741,741,783,741
514,693,693,514,514,1204,693,514,514
379,379,379,379,287,287,501,501,287
455,455,455,455,455,1179,455,455,840
433,612,433,433,433,527,583,583,433
548,548,548,548,548,548,548,548,548
980,980,602,941,602,602,602,602,602
522,931,819,522,522,1157,819,522,819
873,873,873,873,873,874,873,873,873
401,401,401,401,401,941,401,401,401
412,412,412,412,371,546,371,371,412
501,639,501,501,501,1236,501,501,501
630,630,630,630,630,1418,630,630,630
675,861,675,675,675,1228,675,675,753
1072,1072,1072,1072,1072,2957,1072,1072,1072
486,486,486,486,486,2117,486,486,486
867,867,867,867,867,1215,867,867,867
3314,3518,3518,3314,3314,3914,3518,3314,3314
864,864,864,864,1166,2333,864,1166,864
952,952,952,952,952,1815,952,952,952
937,937,937,937,698,1002,937,785,937
355,355,355,355,355,3167,355,355,355
1500,1500,1500,1500,1343,1500,1500,1500,1500
396,705,396,396,290,396,290,290,396
1091,1091,1091,1151,1091,1456,1091,1151,1091
791,1245,791,791,791,1013,791,345,791
431,431,431,864,431,906,431,864,431
739,739,739,739,739,1018,739,739,739
748,748,748,748,748,748,748,748,748
1101,1101,1101,1354,1354,1576,1101,1101,1101
470,470,289,289,289,289,289,470,289
1462,1462,1021,1248,1021,1248,1021,1021,1021
885,885,450,751,450,511,630,751,511
517,520,517,517,517,955,520,517,517
1214,1161,1161,1214,1030,1030,1161,1512,1030
1996,1996,1996,1996,1971,1919,1996,2279,1919
1431,1431,1358,1358,1358,1358,1358,1431,1296
1746,717,1746,717,2206,3057,1746,1746,1746
681,681,681,681,681,1138,681,681,681
1152,1152,1152,1152,1152,2784,1152,1152,1152
298,298,298,298,298,298,298,298,298
1806,2002,1905,1905,1806,1566,1747,1747,1905
254,254,254,254,254,912,254,254,254
322,1165,322,759,322,1009,322,322,322
986,986,986,986,986,2983,986,540,540
450,1025,1025,1025,1025,2671,450,450,450
473,473,473,473,473,522,473,473,473
406,406,406,406,406,406,406,406,406
260,260,260,260,260,260,260,260,260
801,647,647,801,596,758,832,647,758
462,462,462,462,462,494,445,462,462
741,668,668,668,668,741,668,668,741
1565,1928,2039,1565,1638,1451,1565,1565,1565
558,558,1299,558,558,1222,558,1015,558
1392,1118,1118,1118,1118,1980,1118,1118,1392
858,1359,680,680,318,433,647,680,680
1352,1352,1352,1352,1168,1352,1352,1168,2247
362,362,362,362,362,1170,362,362,362
823,823,823,823,823,2454,823,823,823
906,906,906,906,906,906,906,906,906
2986,2986,2688,2986,2688,2322,2688,2916,2634
1789,2464,1280,1499,1280,1019,886,1280,1543
874,874,874,874,874,831,874,874,874
3169,3650,2583,2785,2516,2034,2785,2661,2785
851,851,851,851,851,619,851,851,851
1102,1102,1102,1102,854,1102,1102,1102,1102
2558,2558,2155,2155,2155,2558,2155,2558,2558
1698,1698,864,864,864,864,864,1698,1161
349,349,349,349,349,349,349,349,349
1043,1873,1043,1613,1873,1944,1043,1043,1873
909,909,909,909,560,909,909,909,909
1153,1153,1153,1153,1153,1153,1153,1153,1153
414,715,704,414,300,300,414,414,414
809,809,809,809,1753,1753,809,809,1753
1051,1051,1304,1051,1051,391,1051,1124,1051
1574,1574,1632,1574,983,509,1574,1574,1632
2742,2742,2926,2742,2742,1847,2742,2742,2926
722,718,718,918,718,317,251,718,718
664,664,619,664,391,664,619,664,664
1509,1256,852,1616,631,1548,1509,631,1548
1462,1641,1462,1641,1305,1754,1462,1384,1754
801,801,801,801,749,1102,801,667,847
1336,1336,1336,1336,1336,1336,1336,1336,1336
234,234,2185,2185,2185,1628,2185,2185,2157
315,315,315,315,315,315,315,315,315
739,739,940,739,739,973,739,940,739
642,642,642,642,642,642,642,642,642
2687,2687,2687,2348,2348,2687,2398,2687,2727
824,824,824,1148,824,1165,824,824,824
1029,1029,1029,1029,690,887,1029,1029,887
1282,1282,1282,990,1282,1165,1282,990,990
886,886,841,953,841,756,841,1046,921
800,751,751,751,751,722,751,751,800
964,964,567,964,994,1568,964,994,1275
1118,1118,1118,1118,1118,1980,1118,1118,1118
252,252,492,492,2406,3187,492,492,2411
748,313,313,313,313,313,313,562,313
644,451,451,451,644,1314,451,451,644
845,734,734,683,683,845,683,734,845
1438,1438,1438,1257,1438,1257,1438,1257,1257
1315,1155,1155,1155,1155,1315,1155,1155,1155
383,383,383,383,383,383,383,383,383
440,440,660,440,440,1368,440,440,1064
439,439,439,439,439,439,439,439,439
491,491,491,491,491,1354,491,491,491
847,847,847,927,847,1578,847,847,847
1089,1089,1089,1089,1273,2189,1089,1273,1089
435,435,435,435,435,910,435,435,435
747,747,747,747,747,2186,747,747,747
552,552,552,552,552,1042,552,998,552
357,357,357,357,357,517,357,357,517
619,541,541,541,541,1403,541,541,619
582,582,582,582,477,704,477,477,582
1432,1432,1432,1432,1432,2295,1432,1432,1432
973,973,973,973,973,973,973,973,973
483,483,483,483,483,584,483,483,483
663,1010,1010,663,663,1010,663,663,1010
1271,1106,1106,1271,1271,1743,1271,1536,1106
1697,1697,967,1697,1697,2271,1697,1697,1978
1192,893,893,893,893,1470,893,893,1192
648,648,648,648,648,3636,648,648,648
1722,1790,1790,1722,1722,2561,1790,1722,2194
383,383,383,383,383,571,383,743,383
900,900,900,900,900,1375,900,900,1154
1072,1072,464,464,1072,1336,464,1072,1072
417,417,417,417,417,489,417,417,417
884,884,970,884,970,1379,970,884,970
648,1165,937,648,648,1230,1165,648,1230
2454,2454,2454,2454,2793,3228,2454,2454,1668
785,785,785,785,785,786,785,785,785
742,742,742,962,742,1489,962,742,962
235,235,235,235,235,1367,235,956,235
444,444,444,444,444,652,444,444,444
1018,1018,1018,1018,1018,1335,1018,1018,1018
859,859,859,859,859,2814,859,859,859
403,403,426,426,426,1265,426,956,403
276,276,276,276,276,1625,276,276,276
1574,1574,2340,1574,2340,2810,1574,2322,1574
519,519,519,519,519,866,519,519,519
982,982,712,712,712,1454,712,982,712
508,508,508,508,508,1662,508,508,508
969,1681,1681,1681,1681,2166,1681,1592,969
574,985,985,985,985,1317,574,1231,985
809,809,809,1056,809,1141,809,1065,809
925,925,969,969,925,1019,969,969,925
1130,1130,1130,1130,1130,1735,1130,1130,1130
640,640,640,640,640,937,640,640,640
3612,3871,3871,3871,3871,3921,3871,3871,3871
1013,1063,1063,1063,1013,1063,1063,1063,1063
370,372,370,370,370,372,370,744,370
817,817,817,817,817,817,817,817,817
1440,1484,1484,1371,1440,1260,1484,1484,1484
608,913,536,536,608,488,536,1022,536
186,186,186,707,186,1007,707,186,707
1054,1054,994,994,994,1100,994,994,1054
629,629,629,629,629,1032,629,746,629
545,545,545,545,545,1150,545,545,545
659,1015,781,781,659,762,659,1015,659
1635,1635,1635,1635,1635,2309,1635,1635,1635
969,969,969,969,969,1582,969,969,969
1141,1141,1626,1141,1141,1626,1626,1052,1626
952,952,952,952,679,952,952,952,952
1435,1435,1435,1435,1435,1435,1435,1435,1435
433,433,433,433,433,1144,433,433,433
894,894,457,894,894,894,457,457,894
1158,1158,1158,1347,1158,1911,1158,1347,1158
856,960,715,715,715,845,715,715,856
512,755,512,755,512,854,512,854,672
1246,1535,1246,1423,1246,1461,1423,1423,1246
445,1293,775,775,445,987,445,445,775
1668,1668,2891,1668,3048,4054,2891,1668,2891
536,536,842,842,1374,1717,842,842,536
256,256,256,256,256,509,256,256,256
818,891,818,952,818,1488,818,891,818
532,532,532,532,532,877,532,532,532
565,565,785,785,565,1492,785,565,565
314,541,314,541,314,541,426,755,426
560,1183,560,1183,1183,1183,560,1183,560
670,608,670,670,608,857,670,608,608
5312,5312,5312,5312,5312,5830,5312,5326,5326
222,403,222,222,222,222,222,222,222
297,297,1842,1842,1842,2669,1842,297,297
897,946,897,897,897,946,906,957,614
645,645,645,645,1738,1931,645,645,645
1681,1681,1681,1681,1681,3170,1681,1681,1681
355,355,355,355,355,982,355,355,481
171,171,171,485,850,1208,171,171,171
444,444,444,444,444,1286,444,1070,444
1023,1023,1023,1023,1023,1116,1023,1023,1023
583,583,569,569,583,737,569,583,583
718,635,635,718,718,829,635,829,635
255,255,255,255,255,255,255,255,255
407,407,407,407,407,407,407,407,407
702,702,702,814,659,814,498,702,702
736,736,1157,736,736,1466,1157,736,736
597,597,597,1019,597,980,597,1019,597
1418,1418,1418,1780,1418,1780,1731,1418,1418
856,856,856,856,856,1159,856,856,856
489,489,1186,1313,489,1250,1186,489,767
483,830,483,483,483,666,483,483,483
948,979,721,948,721,752,721,979,721
982,982,982,982,982,648,982,982,982
800,800,554,800,800,777,554,800,554
1655,1655,1655,1655,1655,1990,1655,1655,1655
1107,1107,1107,1107,1254,1653,1107,1107,1107
490,490,559,774,490,1341,559,774,490
849,849,849,849,849,1620,849,849,1242
674,674,674,674,674,767,674,674,674
488,1212,1253,1253,1212,1253,1253,1212,835
889,889,889,889,889,1485,889,1189,1189
1313,1313,1313,1313,2294,4058,1313,2294,2294
773,773,773,773,773,1526,773,773,773
411,411,411,411,411,1055,411,800,411
892,892,892,892,892,892,892,892,892
443,561,443,561,443,999,443,561,561
1570,1570,1570,1776,1570,2006,1570,1772,1570
511,511,511,511,511,920,511,85,511
824,824,824,824,824,825,824,824,824
600,600,600,600,600,1617,600,600,600
561,561,561,561,298,561,561,298,298
1311,1311,663,1311,663,1533,663,663,1311
756,756,756,756,756,882,756,756,756
420,717,420,420,420,670,420,420,420
815,815,1470,1202,815,1470,1041,1041,1470
1206,1534,1348,1206,1206,1352,1299,1206,1348
713,1269,277,277,277,277,277,277,277
698,831,824,824,293,824,824,698,824
1089,1654,1089,1654,653,653,893,653,653
784,784,784,784,784,2862,784,784,784
1375,1375,1375,1375,1068,1375,1375,1375,1068
734,734,734,734,734,734,734,734,734
515,696,696,515,515,515,696,755,515
1058,1058,1058,1145,1058,1362,1058,1058,1058
1454,1454,1454,1454,1454,1795,1454,1795,1795
526,526,526,526,526,843,526,858,809
1695,1910,1754,1695,1640,1640,1754,1910,1640
383,383,383,383,383,1130,383,383,383
458,458,305,305,305,458,305,458,458
1853,1575,1575,1575,1575,2336,1575,1575,1575
2043,2043,2043,2043,2043,2616,2043,2043,2043
414,414,414,414,414,1579,414,414,414
416,416,416,416,416,1377,416,416,416
319,319,319,319,319,319,319,319,319
548,1171,548,1045,548,1719,548,1171,548
653,808,653,808,472,643,643,653,643
651,651,651,651,651,2023,651,651,651
513,513,513,513,460,460,513,513,513
671,671,671,671,671,892,671,671,1024
657,254,657,985,521,985,985,254,985
426,426,1148,1148,1148,1435,1148,426,426
706,1114,706,706,466,466,902,706,706
1002,1010,1010,1143,879,939,1010,1010,1002
778,778,778,778,778,2047,778,778,778
703,703,703,703,703,703,703,703,703
755,756,755,756,755,755,755,756,755
942,1029,893,942,893,942,893,1029,893
784,784,784,784,980,2697,784,980,980
354,354,354,354,354,354,354,354,354
584,584,584,584,584,830,584,584,584
569,249,249,249,249,685,569,249,249
703,703,703,703,703,1046,703,703,703
512,512,512,1241,512,1426,512,1241,512
544,544,544,544,544,1425,544,544,544
1791,1657,1719,1791,1657,1946,1719,1791,1657
1070,1070,1070,1070,1165,2903,1070,1165,1070
980,980,1069,1037,950,1528,1069,980,980
274,274,274,274,274,567,370,274,274
982,982,982,982,982,2082,982,982,982
776,776,776,1107,776,1285,776,1107,776
909,909,909,909,909,2225,909,909,909
246,246,246,246,246,585,246,246,246
1850,1850,2043,2043,1850,2336,2043,1762,2043
1390,1390,1390,1390,1390,4041,1390,1390,1390
585,585,585,585,585,585,585,585,585
532,532,532,532,532,945,532,532,532
502,603,603,502,603,603,539,502,603
783,1675,1199,923,783,923,725,725,923
910,910,602,602,833,1454,602,602,593
230,1740,878,666,230,230,411,230,230
1911,1608,334,1221,1263,1089,951,793,697
906,906,906,906,906,906,928,906,906
3338,1572,1572,2454,1572,1793,1793,1318,3246
931,931,931,931,931,931,931,931,931
1505,1505,1505,1505,1505,1446,1224,1224,1505
691,691,1220,691,691,394,691,691,691
1069,1069,570,570,1014,1069,570,570,570
1203,1203,1481,1481,1471,2119,1471,1471,1481
507,507,507,507,507,507,507,507,507
749,749,979,749,749,1569,749,749,1267
2346,2346,1766,1361,1476,2068,2346,1361,2346
1931,1931,1645,816,816,1126,816,1126,1831
234,234,234,234,234,234,234,234,234
1829,1829,1059,1059,1059,1052,1059,1059,1059
2558,2558,2191,2485,2009,1486,2558,2009,2558
3025,3025,1760,3098,2251,2568,3212,2959,1760
1535,1535,1632,1623,1323,1722,1323,1623,1664
939,939,840,840,840,939,840,840,1017
368,368,368,416,368,417,368,368,369
873,466,1081,1163,1636,1636,1297,1297,873
1613,1613,1613,1773,1613,1759,1780,1613,1773
1180,1083,1083,1083,985,1318,1083,1083,1286
407,407,407,407,407,882,407,407,407
1464,1464,1464,1464,1464,1935,1464,1464,1464
935,950,546,935,546,681,935,546,546
458,458,458,458,458,458,458,458,458
1193,1104,1104,963,963,1193,963,1104,1193
378,1033,378,689,957,966,378,957,378
1524,1166,1615,1317,1166,1615,1317,1615,1615
452,436,436,436,436,490,436,436,436
573,573,573,573,573,573,573,573,573
270,270,270,270,270,270,270,270,270
1044,1044,1044,1044,1044,1044,1044,1044,1044
341,341,341,341,341,341,341,396,341
210,210,210,210,210,210,210,210,210
1370,909,909,909,909,1586,1370,1586,909
887,887,887,887,887,993,887,887,887
483,483,483,474,483,1153,483,483,483
336,336,336,336,336,336,336,336,336
667,1113,1113,1113,667,1335,667,1113,1113
1083,1381,1381,1083,1083,1381,1083,1083,1381
311,403,403,311,311,311,311,403,311
477,477,477,477,477,477,477,477,477
373,373,373,669,373,1001,373,373,373
410,410,410,410,410,459,410,410,410
515,515,515,515,515,1405,515,515,515
1313,1654,1313,1654,1313,1987,1313,1654,1313
841,841,841,841,841,1974,841,1204,841
566,566,566,566,566,627,566,566,627
472,472,472,472,472,544,472,472,472
657,754,657,558,499,318,499,558,318
1169,1169,916,1169,916,830,523,916,916
480,480,548,480,480,1319,480,480,952
1277,1277,1277,1277,1738,2118,1277,1277,1277
948,695,695,695,695,1170,695,695,695
1324,1663,1026,1191,1191,1663,1191,1374,1026
1436,1436,1436,1436,1970,1835,1970,2014,1436
361,565,639,361,361,1122,565,361,1058
492,746,492,609,492,895,746,492,895
439,439,439,439,439,545,439,439,545
1043,1043,1043,1043,1043,1606,1043,1043,1043
834,834,834,834,834,3124,834,834,834
1428,901,1428,1428,901,1767,1428,1428,1428
623,623,623,741,623,1179,623,623,623
616,616,616,616,616,1465,616,616,616
834,834,1509,834,1509,2012,1509,834,1509
990,990,990,990,990,1005,990,990,990
276,276,276,276,276,615,276,276,276
617,617,617,617,617,1092,617,617,617
350,350,350,350,350,1105,350,350,350
755,755,745,755,745,778,755,745,745
865,865,865,865,865,1163,865,865,865
596,596,596,596,596,1129,596,596,700
324,324,324,324,324,1645,324,324,324
686,686,940,940,686,1121,686,772,1121
791,791,791,791,791,1419,791,791,1041
458,458,458,458,458,1331,458,458,458
2066,2066,2066,2066,2066,3179,2066,2066,2066
577,577,612,577,577,1231,612,577,577
910,539,910,910,910,2010,910,910,539
1583,1583,776,776,1583,2391,776,1900,1583
741,741,1655,741,741,1655,1655,741,741
305,305,305,305,305,305,305,305,305
727,727,727,727,727,1066,727,727,727
659,659,659,659,659,819,747,659,659
1146,1146,1146,1146,1146,1480,1146,1480,1146
931,945,931,931,931,931,931,945,931
1798,1798,1798,1798,1798,1798,1798,1798,1798
1498,1498,1498,1498,1498,2535,1498,1498,1498
954,954,555,555,954,966,555,954,555
1104,1104,1104,1420,1420,3027,1104,1420,1104
952,952,952,952,952,1837,952,952,952
357,1081,711,1081,1081,1081,711,1081,357
315,404,315,315,315,404,315,373,373
606,606,606,606,606,1121,606,606,606
466,583,466,466,466,869,466,583,466
335,575,575,575,335,679,335,575,335
664,664,664,664,664,631,664,664,664
1104,1104,1104,1104,1104,1104,1104,1104,1104
1858,1858,1574,1574,1858,2687,1574,1858,1858
534,534,534,534,534,1211,534,534,995
464,464,464,464,464,1327,464,464,464
1083,1083,1083,1083,1083,1083,1083,1083,1083
1331,1331,1278,1278,1278,1278,1278,1331,1278
1496,1496,1496,1496,1496,2130,1496,1496,1496
1261,1261,1261,1261,1261,1280,1261,1261,1261
356,356,356,356,356,639,356,356,356
659,659,659,659,659,796,659,659,659
171,171,171,171,171,171,171,171,171
480,495,480,495,495,619,480,495,480
1810,1810,1810,1810,1810,2640,1810,2149,1810
926,926,926,926,926,1531,926,926,926
697,697,697,697,697,1559,697,697,697
342,342,342,679,342,943,342,679,342
414,414,414,414,414,2356,414,414,414
847,857,857,857,847,1111,857,857,847
620,620,620,1208,1208,1785,620,1208,620
472,472,472,472,472,473,472,472,447
661,661,661,661,661,624,661,1027,661
344,344,344,344,344,344,344,779,344
940,963,963,963,963,1840,963,940,940
404,404,404,404,404,992,404,1059,700
1125,1125,1125,1125,1125,1730,1125,1125,1125
805,805,805,805,805,712,805,805,805
744,1030,702,702,744,878,702,1030,702
983,983,1651,1651,983,2137,1651,1563,983
569,569,569,569,569,1044,569,947,569
236,236,206,206,513,513,206,236,513
331,331,331,331,331,402,331,331,331
716,835,716,783,716,835,716,835,716
459,459,459,459,459,686,459,459,459
1927,2363,1927,1927,1927,1927,1927,2167,1927
215,944,215,944,944,1518,215,944,215
398,554,398,445,398,444,445,554,398
431,431,431,431,431,768,431,605,600
1283,1283,1261,1261,937,1261,937,1396,937
667,1129,427,599,427,427,427,1129,427
328,328,328,328,284,328,328,328,328
548,557,500,548,299,299,500,299,299
1418,1435,1506,1506,1435,1806,1506,1418,1418
561,182,182,182,561,561,182,182,561
1392,1392,1392,1392,1588,2753,1392,1392,1392
274,274,274,274,274,274,274,274,274
2138,1898,2138,2138,2079,1898,2138,2351,1898
753,753,729,753,729,707,729,753,729
767,767,767,767,767,767,767,767,767
467,467,467,467,467,467,467,467,467
511,784,511,511,511,784,511,784,784
2639,2723,2639,2723,1867,1160,2639,2764,2039
399,399,399,399,488,488,399,399,488
313,313,313,313,313,313,313,313,313
484,869,484,1595,869,911,484,1443,484
1157,1151,1151,2139,1205,1258,1151,1695,1205
1445,1445,1445,2536,1288,1851,1445,2476,1936
2797,2797,2593,2980,725,2346,2929,2942,2929
1674,1652,1674,1925,1376,1376,1674,1944,1674
947,947,947,606,505,505,947,606,947
5043,5043,5043,3378,2819,2591,5043,3210,4212
794,794,794,794,545,1127,794,794,794
4362,4362,4362,4808,4362,4362,4362,4362,4362
1215,906,906,1215,906,906,906,1618,906
1043,1229,1043,1043,1229,1382,1043,1229,1229
1437,1437,1437,1437,392,619,1437,1437,619
1437,1437,1437,1437,1437,971,1437,1437,1437
1427,1427,1427,1427,1427,983,1427,1427,1427
1184,1184,1184,575,1184,1184,1184,1184,1184
690,690,690,2705,690,690,690,575,690
752,752,752,752,752,752,752,752,752
